invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-42193000036,11/19/2021,4478,U S Gas,3000 SW 9th St,Des Moines,50315,,77,POLK,1012200,Scotch Whiskies,421,SAZERAC COMPANY  INC,8826,Lauders,12,750,4.5,6.75,3,23.1,2.25,0.59
INV-37423700008,6/11/2021,5291,JumpStart,"109, Locust St",Carter Lake,51510,POINT (-95.92895200000001 41.285058),78,POTTAWATTA,1011400,Tennessee Whiskies,85,Brown Forman Corp.,86668,Jack Daniels Tennessee Honey Mini,12,50,9.06,13.59,12,163.08,0.6,0.15
INV-34403900093,2/18/2021,2522,Hy-Vee Wine and Spirits / Spirit Lake,Hwy 9 & 71,Spirit Lake,51360,,30,DICKINSON,1022100,Mixto Tequila,434,LUXCO INC,89387,Juarez Gold,12,1000,7.83,11.75,2,23.5,2,0.52
INV-34827600144,3/8/2021,3890,Smokin' Joe's #7 Tobacco and Liquor Outlet,904  1st Ave NW,Cedar Rapids,52405,POINT (-91.683669 41.972773),57,LINN,1062200,White Rum,434,LUXCO INC,45276,Paramount White Rum,12,750,4,6,6,36,4.5,1.18
INV-34994700011,3/12/2021,4057,Tequila's Liquor Store,1434 Des Moines St Ste 5,Des Moines,50316,POINT (-93.59704 41.594713),77,POLK,1012300,Single Malt Scotch,266,Edrington Group USA LLC,5486,Macallan 12YR,12,750,40.01,60.02,2,120.04,1.5,0.39
INV-39830700040,9/7/2021,2648,Hy-Vee #4 / WDM,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1071100,Cocktails /RTD,421,SAZERAC COMPANY  INC,57148,Chi-Chi's Margarita,6,1750,5.75,8.63,6,58.5,10.5,2.77
INV-41285500002,10/22/2021,3660,Wal-Mart 2935 / Knoxville,814 W Bell Ave,Knoxville,50138,POINT (-93.106728 41.306176),63,MARION,1062200,White Rum,434,LUXCO INC,45278,Paramount White Rum,6,1750,7.5,11.25,12,135,21,5.54
INV-35400800007,3/29/2021,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1012400,Irish Whiskies,391,HOTALING & CO,15933,Writers Tears Copper Pot,6,750,20.04,30.06,6,180.36,4.5,1.18
INV-32796500030,12/16/2020,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021,,77,POLK,1071100,Cocktails /RTD,395,PROXIMO,58874,Jose Cuervo Authentic Pink Lemonade Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
INV-40954600008,10/13/2021,5568,Casey's General Store #2478 / New Sharon,205 S Main St,New Sharon,50207,POINT (-92.651522 41.468263),62,MAHASKA,1062500,Flavored Rum,370,PERNOD RICARD USA,42716,Malibu Coconut,12,750,7.99,11.99,6,71.94,4.5,1.18
INV-42283400031,11/23/2021,2627,Hy-Vee Wine & Spirits #1 / MLK,3330 Martin Luther King Jr Pkwy,Des Moines,50310,POINT (-93.65078800000002 41.625924),77,POLK,1062400,Spiced Rum,260,DIAGEO AMERICAS,43334,Captain Morgan Original Spiced,24,375,5,7.5,24,180,9,2.37
INV-33828400095,1/27/2021,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon Whiskey,48,100,0.9,1.35,96,129.6,9.6,2.53
INV-42095100182,11/17/2021,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1031100,American Vodkas,421,SAZERAC COMPANY  INC,38089,Platinum 7x Vodka,48,100,0.89,1.34,8,10.72,0.8,0.21
INV-42352300007,11/26/2021,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317,POINT (-93.569452 41.627838),77,POLK,1081200,Cream Liqueurs,421,SAZERAC COMPANY  INC,80458,Ryans Cream Liqueur,6,1750,9.56,14.34,6,103.86,10.5,2.77
INV-38805500053,7/30/2021,4794,Smokin' Joe's #17 Tobacco and Liquor Outlet,110 S Roosevelt Hwy 61,Burlington,52601,POINT (-91.141203 40.80943700000001),29,DES MOINES,1031100,American Vodkas,300,McCormick Distilling Co.,36886,McCormick 80prf Vodka,12,750,3.31,4.97,12,59.64,9,2.37
INV-33624700013,1/20/2021,5876,'Da Booze Barn / West Bend,108 S Broadway,West Bend,50597,POINT (-73.982421 40.305231000000006),74,PALO ALTO,1081200,Cream Liqueurs,306,MISSISSIPPI RIVER DISTIL,80236,Iowish Cream Liqueur,6,750,10.17,15.26,3,45.78,2.25,0.59
INV-33858500070,1/28/2021,2515,Hy-Vee Food Store #1 / Mason City,2400 4th St SW,Mason City,50401,POINT (-93.235588 43.148451),17,CERRO GORD,1051100,American Brandies,421,SAZERAC COMPANY  INC,53206,Paul Masson Grande Amber Brandy VSOP,12,750,6.91,10.37,6,62.22,4.5,1.18
INV-33698100003,1/22/2021,5235,Kum & Go #540 / Waukee,3105 Grand Prairie Pkwy,Waukee,50263,POINT (-93.85358 41.574209),25,DALLAS,1031100,American Vodkas,301,FIFTH GENERATION INC,38194,Titos Handmade Vodka Mini,5,50,12.8,19.2,4,76.8,0.2,0.05
INV-41579300012,11/2/2021,2661,Hy-Vee Food Store / Sheldon,1989 Park St,Sheldon,51201,POINT (-95.831694 43.186978),71,OBRIEN,1031100,American Vodkas,259,Heaven Hill Brands,35418,Burnetts Vodka 80prf,6,1750,8.5,12.75,6,76.5,10.5,2.77
INV-42396800052,11/26/2021,2602,Hy-Vee Food Store / Webster City,823  2nd St,Webster City,50595,POINT (-93.82579 42.470549),40,HAMILTON,1031200,American Flavored Vodka,205,E & J Gallo Winery,39492,New Amsterdam Pink Whitney,12,750,7.5,11.25,3,33.75,2.25,0.59
INV-34756500304,3/4/2021,6116,Tobacco Outlet Plus #561 / Cedar Falls,4116 University Ave  STE 104-105,Cedar Falls,50613,POINT (-92.407111 42.505909),7,BLACK HAWK,1062400,Spiced Rum,395,PROXIMO,46504,Kraken Black Spiced Rum,12,750,10.45,15.68,12,188.16,9,2.37
INV-35679800009,4/9/2021,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,Boone,50036,POINT (-93.876107 42.063831),8,BOONE,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon Whiskey,48,100,0.9,1.35,144,194.4,14.4,3.8
INV-35618800001,4/7/2021,4829,Central City 2,1501 Michigan Ave,Des Moines,50314,POINT (-93.613739 41.60572),77,POLK,1901200,Special Order Items,293,JINRO AMERICA INC,965221,SOOH Jinro Chamisul Soju,12,750,7.25,10.88,12,130.56,9,2.37
INV-32709500153,12/15/2020,2663,Hy-Vee Food Store / Urbandale,8701 Douglas,Urbandale,50322,POINT (-93.739105 41.629364),77,POLK,1031100,American Vodkas,260,DIAGEO AMERICAS,38008,Smirnoff 80prf PET,6,1750,14.75,22.13,12,265.56,21,5.54
INV-39465600018,8/24/2021,5359,Fareway Stores #168/ Peosta,8400 NICC Drive,Peosta,52068,,31,DUBUQUE,1011400,Tennessee Whiskies,85,Brown Forman Corp.,74801,Jack Daniels Tennessee Apple,12,750,15.57,23.36,12,280.32,9,2.37
INV-35972100003,4/20/2021,4588,Sam's Mini Mart / Sioux City,923 W 7TH ST,Sioux City,51103,POINT (-96.419074 42.503495),97,WOODBURY,1022100,Mixto Tequila,395,PROXIMO,89193,Jose Cuervo Especial Reposado,48,200,3.5,5.25,96,504,19.2,5.07
INV-33237000028,1/5/2021,3820,"Charlie's Wine and Spirits,",507 W 19th St,Sioux City,51103,POINT (-96.420193 42.510535),97,WOODBURY,1012200,Scotch Whiskies,240,William Grant & Sons Inc,5635,Monkey Shoulder,6,750,19,28.5,1,28.5,0.75,0.19
INV-40429000068,9/27/2021,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1062500,Flavored Rum,65,Jim Beam Brands,44520,Cruzan Vanilla,12,750,7,10.5,12,126,9,2.37
INV-40636700004,10/1/2021,5109,Casey's General Store #3404 / Carlis,1020 Gateway Dr,Carlisle,50047,POINT (-93.515394 41.51082),91,WARREN,1031100,American Vodkas,434,LUXCO INC,36304,Hawkeye Vodka,24,375,1.86,2.79,24,66.96,9,2.37
INV-38951300019,8/4/2021,3443,Super Saver Iv,1141 N Broadway,Council Bluffs,51503,POINT (-95.836515 41.270824),78,POTTAWATTA,1062400,Spiced Rum,260,DIAGEO AMERICAS,43334,Captain Morgan Original Spiced,24,375,5,7.5,2,15,0.75,0.19
INV-36573900107,5/12/2021,6119,Allcool Liquors / WDM,5904 Ashworth Rd,West Des Moines,50266,POINT (-93.788222 41.584437),77,POLK,1031200,American Flavored Vodka,259,Heaven Hill Brands,40152,Deep Eddy Cranberry,12,750,8.5,12.75,4,51,3,0.79
INV-39458000071,8/23/2021,2616,Hy-Vee Food and Drug / Clinton,901 South 4th St,Clinton,52732,POINT (-90.193204 41.836268000000004),23,CLINTON,1022100,Mixto Tequila,395,PROXIMO,87408,Jose Cuervo Especial Silver,12,750,11.07,16.61,12,199.32,9,2.37
INV-39859700070,9/7/2021,2662,Hy-Vee Wine & Spirits / Muscatine,"522 Mulberry, Suite A",Muscatine,52761,POINT (-91.04437 41.426615),70,MUSCATINE,1062500,Flavored Rum,370,PERNOD RICARD USA,42717,Malibu Coconut,12,1000,10.99,16.49,24,395.76,24,6.34
INV-37271100013,6/7/2021,5240,Casey's General Store #3463 / West B,"615, S  Downey St",West Branch,52358,POINT (-91.345441 41.661231),16,CEDAR,1011100,Blended Whiskies,255,Infinium Spirits,87035,Skrewball Peanut Butter Whiskey Mini,12,50,14,21,3,63,0.15,0.03
INV-36127100019,4/26/2021,4956,The Cooler,"4920, Johnson Ave NW",Cedar Rapids,52405,POINT (-91.734311 41.967997),57,LINN,1031100,American Vodkas,300,McCormick Distilling Co.,36904,McCormick 80prf Vodka PET,24,375,1.8,2.7,24,64.8,9,2.37
INV-37822000037,6/25/2021,3868,Wal-Mart 3630 / Marion,5491 Business Hwy 151,Marion,52302,,57,LINN,1081100,Coffee Liqueurs,65,Jim Beam Brands,67556,Kamora Coffee Liqueur,12,750,6.47,9.71,12,116.52,9,2.37
INV-36093200007,4/23/2021,2559,Hy-Vee Food Store / Albia,301 Hwy. 34 West,Albia,52531,POINT (-92.810772 41.015469),68,MONROE,1081200,Cream Liqueurs,260,DIAGEO AMERICAS,68036,Baileys Original Irish Cream,12,750,16.49,24.74,12,296.88,9,2.37
INV-36167000005,4/27/2021,4466,THE PUMPER,515 W Water St,Fayette,52142,POINT (-91.80894 42.844438),33,FAYETTE,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64867,Fireball Cinnamon Whiskey,12,1000,11.34,17.01,12,204.12,12,3.17
INV-33084900044,12/29/2020,2648,Hy-Vee #4 / WDM,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1071100,Cocktails /RTD,395,PROXIMO,58860,Jose Cuervo Authentic Mango Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
INV-38099100022,7/6/2021,2650,Hy-Vee Wine and Spirits / Harlan,1808 23rd St,Harlan,51537,POINT (-95.339881 41.650658),83,SHELBY,1031200,American Flavored Vodka,205,E & J Gallo Winery,40594,New Amsterdam Peach,12,750,7.5,11.25,12,135,9,2.37
INV-37582700004,6/17/2021,6170,Casey's General Store #4 / Des Moines,6565 NW 6th Drive,Des Moines,50313,POINT (-93.629573 41.679685),77,POLK,1071100,Cocktails /RTD,395,PROXIMO,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
INV-38924300002,8/4/2021,4648,Prime Mart / Broadway Waterloo,508 Broadway St,Waterloo,50703,POINT (-92.345104 42.510573),7,BLACK HAWK,1052100,Imported Brandies,420,MOET HENNESSY USA,48108,Hennessy VS,6,1750,47.49,71.24,6,427.44,10.5,2.77
INV-39818000068,9/3/2021,2543,Hy-Vee Food Store #1 / Ottumwa,1025 North Quincy Ave,Ottumwa,52501,POINT (-92.438463 41.01558),90,Wapello,1031100,American Vodkas,297,Laird & Company,35914,Five O'Clock Vodka,24,375,1.93,2.9,12,34.8,4.5,1.18
INV-37084900014,6/1/2021,4126,Sam's Mainstreet Market / Solon,123 E Main St,Solon,52333,POINT (-91.494611 41.807199),52,JOHNSON,1011200,Straight Bourbon Whiskies,259,Heaven Hill Brands,17919,Elijah Craig  Small Batch,6,1750,30,45,6,270,10.5,2.77
INV-41696900003,11/5/2021,2591,Hy-Vee Wine and Spirits / Atlantic,1602 E 7th St,Atlantic,50022,,15,CASS,1012200,Scotch Whiskies,260,DIAGEO AMERICAS,5329,Johnnie Walker Blue,6,750,130,195,2,390,1.5,0.39
INV-39644500018,8/30/2021,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1012400,Irish Whiskies,421,SAZERAC COMPANY  INC,15818,Paddy Old Irish Whiskey,12,750,10,15,3,45,2.25,0.59
INV-41788700004,11/9/2021,4203,Liquor and Tobacco Outlet /,620 W Bremer Ave,Waverly,50677,POINT (-92.47898 42.725694),9,BREMER,1062400,Spiced Rum,259,Heaven Hill Brands,43024,Admiral Nelson Spiced,24,375,2.99,4.49,24,107.76,9,2.37
INV-33027500284,12/26/2020,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1032100,Imported Vodkas,35,BACARDI USA INC,34423,Grey Goose,12,375,9.25,13.88,12,166.56,4.5,1.18
INV-36904300022,5/24/2021,4162,Fareway Stores #963 / Cedar Rapids,4220  16th Ave SW,Cedar Rapids,52404,POINT (-91.726726 41.963791),57,LINN,1071100,Cocktails /RTD,395,PROXIMO,58877,Jose Cuervo Golden Strawberry Margarita,6,1750,11.04,16.56,3,49.68,5.25,1.38
INV-39455200022,8/23/2021,5116,New Star Mart  /  Newton,"702, 1st Ave E",Newton,50702,POINT (-93.04551500000001 41.69943),94,Webster,1031100,American Vodkas,297,Laird & Company,35916,Five O'Clock Vodka,12,750,3.37,5.06,12,60.72,9,2.37
INV-35340700145,3/26/2021,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002,POINT (-90.741064 42.516633),31,DUBUQUE,1031200,American Flavored Vodka,521,JEM Beverage Company,39650,Western Son Lime Mini,6,50,4.4,6.6,1,6.6,0.05,0.01
INV-35353700027,3/26/2021,6051,Casey's General Store #1712 / Shenandoah,605 S Fremont St,Shenandoah,51601,POINT (-95.385106 40.76092),73,PAGE,1031100,American Vodkas,260,DIAGEO AMERICAS,37994,Smirnoff 80prf,24,375,4.75,7.13,24,171.12,9,2.37
INV-40106600034,9/15/2021,3443,Super Saver Iv,1141 N Broadway,Council Bluffs,51503,POINT (-95.836515 41.270824),78,POTTAWATTA,1011100,Blended Whiskies,434,LUXCO INC,24156,Hawkeye Blended Whiskey,12,750,3.5,5.25,12,63,9,2.37
INV-41862800082,11/10/2021,4169,Super Quick Mart / Windsor Heights,1824 Hubbell Ave,Des Moines,50317,,77,POLK,1081400,American Schnapps,65,Jim Beam Brands,82626,Dekuyper Cherry Pucker,12,750,6.5,9.75,3,29.25,2.25,0.59
INV-40140600002,9/16/2021,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317,POINT (-93.569452 41.627838),77,POLK,1032100,Imported Vodkas,115,CONSTELLATION BRANDS INC,37304,SVEDKA Cherry Limeade Vodka,6,1750,13.4,20.1,60,1206,105,27.73
INV-36464300005,5/7/2021,4319,Fareway Stores #703 / Humbolt,1700 10th Avenue N,Humboldt,50548,POINT (-94.233695 42.731879),46,HUMBOLDT,1011200,Straight Bourbon Whiskies,259,Heaven Hill Brands,17916,Elijah Craig,12,750,16,24,4,96,3,0.79
INV-36616200048,5/14/2021,2679,Hy-Vee Fast & Fresh/Altoona,3950 Prarie Fire NW,Altoona,50009,,77,POLK,1011100,Blended Whiskies,492,WESTERN SPIRITS BEVERAGE,27920,Bird Dog Strawberry,6,750,10,15,6,90,4.5,1.18
INV-41465900002,10/29/2021,4083,Fareway Stores #909 / Ankeny,109 SE Oralabor Rd,Ankeny,50021,POINT (-93.59949600000002 41.702811),77,POLK,1062400,Spiced Rum,260,DIAGEO AMERICAS,1799,Captain Morgan Original Spiced Barrel,6,1750,18,27,24,648,42,11.09
INV-39204000006,8/13/2021,4596,Quik Trip #534 / E University DM,2945 E University,Des Moines,50317,POINT (-93.558972 41.600468),77,POLK,1031100,American Vodkas,421,SAZERAC COMPANY  INC,35314,Barton Vodka,24,375,1.71,2.57,24,61.68,9,2.37
INV-38333200027,7/14/2021,2555,Hy-Vee Food Store / Keokuk,3111 Main,Keokuk,52632,POINT (-91.403752 40.41538),56,LEE,1031100,American Vodkas,260,DIAGEO AMERICAS,37998,Smirnoff 80prf,6,1750,14.75,22.13,6,132.78,10.5,2.77
INV-40208100001,9/17/2021,5858,Taylor Quik Pik - Shelby,12 East Street,Shelby,51570,POINT (-95.450954 41.506014),78,POTTAWATTA,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10803,Crown Royal Regal Apple Mini,10,50,7.35,11.03,10,110.3,0.5,0.13
INV-34737500001,3/3/2021,3629,Wal-Mart 1965 / Council Bluffs,3200 Manawa Dr,Council Bluffs,51503,,78,POTTAWATTA,1031100,American Vodkas,260,DIAGEO AMERICAS,37996,Smirnoff 80prf,12,750,8.25,12.38,36,445.68,27,7.13
INV-33153800010,12/31/2020,3886,Wal-Mart 0646 / Anamosa,101  115 St,Anamosa,52205,,53,JONES,1031100,American Vodkas,260,DIAGEO AMERICAS,37998,Smirnoff 80prf,6,1750,14.75,22.13,6,132.78,10.5,2.77
INV-40602000012,10/1/2021,6201,Neighborhood Tobacco Outlet / Marion,2500 7th Avenue,Marion,52302,POINT (-91.585363 42.033257),57,LINN,1031100,American Vodkas,300,McCormick Distilling Co.,36887,McCormick 80prf Vodka,12,1000,4.13,6.2,12,74.4,12,3.17
INV-36807800046,5/20/2021,5127,Price Chopper  /  Ingersoll,3425 Ingersoll Ave,Des Moines,50312,POINT (-93.663337 41.586313),77,POLK,1011100,Blended Whiskies,65,Jim Beam Brands,22786,Beams 8 Star Bl Whiskey,12,750,4,6,12,72,9,2.37
INV-40382100024,9/24/2021,4375,Kum & Go #237 / Grimes,801 N 1st St,Grimes,50111,POINT (-93.098813 41.325348),77,POLK,1081400,American Schnapps,421,SAZERAC COMPANY  INC,84172,99 Bananas Mini,10,50,5.16,7.74,2,15.48,0.1,0.02
INV-33866200015,1/28/2021,2536,HY-VEE / PLEASANT HILL,4815 Maple Drive,Pleasant Hill,50317,POINT (-93.519187 41.598109),77,Polk,1051100,American Brandies,205,E & J Gallo Winery,52580,E & J VSOP,24,200,2.5,3.75,8,30,1.6,0.42
INV-34535100034,2/23/2021,5065,Circle S Gordon Drive,2520 Gordon Dr,Sioux City,51106,POINT (-96.376341 42.489845),97,WOODBURY,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69636,Dr McGillicuddys Cherry,12,750,8.66,12.99,1,12.99,0.75,0.19
INV-40741400023,10/6/2021,2684,Hy-Vee - Forest City,315 HWY 69 North,Forest City,50436,POINT (-93.63235 43.266826),95,WINNEBAGO,1700000,Temporary &  Specialty Packages,260,DIAGEO AMERICAS,68009,Baileys Apple Pie,12,750,16.49,24.74,12,296.88,9,2.37
INV-35232900008,3/23/2021,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1011300,Single Barrel Bourbon Whiskies,259,Heaven Hill Brands,18120,Evan Williams Single Barrel,6,750,15.5,23.25,6,139.44,4.5,1.18
INV-39849600011,9/7/2021,3822,The Secret Cellar,1205 Curtis Br Rd NE,Shueyville,52338,POINT (-91.646067 41.847398),52,JOHNSON,1062400,Spiced Rum,260,DIAGEO AMERICAS,43338,Captain Morgan Original Spiced,6,1750,18,27,6,162,10.5,2.77
INV-35090500082,3/17/2021,2501,Hy-Vee  #2 / Ames,640 Lincolnway,Ames,50010,,85,STORY,1031200,American Flavored Vodka,205,E & J Gallo Winery,40193,New Amsterdam Pineapple,12,750,7.5,11.25,12,135,9,2.37
INV-35759600043,4/13/2021,5660,North Side Liquor & Tobacco / Dubuque,2013 Central Ave,Dubuque,52001,POINT (-90.670151 42.5116),31,DUBUQUE,1062300,Aged Dark Rum,482,"Sovereign Brands, LLC",43735,Bumbu XO,6,750,21.49,32.24,6,193.44,4.5,1.18
INV-41871800015,11/10/2021,4234,Fareway Stores #788 / Spencer,104 E Eighth St,Spencer,51301,POINT (-95.143388 43.145797),21,CLAY,1062200,White Rum,35,BACARDI USA INC,43120,Bacardi Superior PET,6,1750,15,22.5,6,135,10.5,2.77
INV-33638900074,1/20/2021,5315,Brother's Market Wine and Spirits,110 South Main Street,Sigourney,52591,POINT (-92.20510500000002 41.333293),54,KEOKUK,1031100,American Vodkas,205,E & J Gallo Winery,36965,New Amsterdam 80prf Mini,10,50,5.54,8.31,1,8.31,0.05,0.01
INV-35513400031,4/2/2021,5906,Polk City Liquor,201 N 3rd St  STE A and B,Polk City,50226,,77,POLK,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25603,Seagrams 7 Crown,24,200,1.99,2.99,24,71.76,4.8,1.26
INV-40515300011,9/29/2021,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021,,77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,50,25.8,38.7,4,154.8,0.2,0.05
INV-39821200057,9/3/2021,3514,Karen's Spirits and Wine,328  2nd Ave S,Fort Dodge,50501,POINT (-94.192501 42.502311),94,WEBSTER,1041100,American Dry Gins,434,LUXCO INC,31657,Paramount Gin,12,1000,4.3,6.45,2,12.9,2,0.52
INV-38974300014,8/5/2021,6073,Tobacco Outlet Plus #560 / Cedar Rapids,2846 Mount Vernon Rd SE,Cedar Rapids,52405,POINT (-91.624282 41.976857),57,LINN,1012200,Scotch Whiskies,240,William Grant & Sons Inc,5635,Monkey Shoulder,6,750,19,28.5,6,171,4.5,1.18
INV-36208200019,4/28/2021,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1031100,American Vodkas,300,McCormick Distilling Co.,36904,McCormick 80prf Vodka PET,24,375,1.8,2.7,24,64.8,9,2.37
INV-33023200150,12/26/2020,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1022200,100% Agave Tequila,395,PROXIMO,87508,1800 Silver Mini,6,50,22.1,33.15,1,33.15,0.05,0.01
INV-35051200112,3/16/2021,2637,Hy-Vee #5 / Davenport,2351 W Locust,Davenport,52804,POINT (-90.611972 41.538207),82,SCOTT,1081400,American Schnapps,55,SAZERAC NORTH AMERICA,84152,99 Oranges,10,50,5.16,7.74,2,15.48,0.1,0.02
INV-36423500032,5/7/2021,4209,Wal-Mart 5748 / Grimes,2150 East 1st St,Grimes,50111,POINT (-93.771698 41.688332),77,POLK,1031100,American Vodkas,65,Jim Beam Brands,34578,Pinnacle,6,1750,10,15,6,90,10.5,2.77
INV-32595100010,12/10/2020,6035,Bootlegging Barzinis,412 First Ave,Coralville,52241,POINT (-91.565517 41.672672),52,JOHNSON,1012300,Single Malt Scotch,240,William Grant & Sons Inc,4374,Balvenie 15YR Sherry Cask,6,750,65,97.5,2,195,1.5,0.39
INV-39217000008,8/13/2021,4402,KUM & GO #80 / RIVERSIDE,1178 Enterprise Dr,Riverside,52327,POINT (-91.555044 41.486572),92,WASHINGTON,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26826,Jack Daniels Old #7 Black Label,12,750,15.57,23.36,5,116.8,3.75,0.99
INV-41444700025,10/28/2021,2588,Hy-Vee Food and Drug #6 / Cedar Rapids,4035 Mt Vernon Rd SE,Cedar Rapids,52403,POINT (-91.60978 41.976835),57,LINN,1062400,Spiced Rum,260,DIAGEO AMERICAS,1799,Captain Morgan Original Spiced Barrel,6,1750,18,27,6,162,10.5,2.77
INV-39647200029,8/30/2021,4068,Sa Petro Mart,136  1ST ST,West Des Moines,50265,POINT (-93.703344 41.570743),77,POLK,1031100,American Vodkas,434,LUXCO INC,36307,Hawkeye Vodka,12,1000,4.05,6.08,12,72.96,12,3.17
INV-36955000009,5/25/2021,5188,Kum & Go #251 / Sioux City,1005 Gordon Dr,Sioux City,51101,POINT (-96.397381 42.489852),97,WOODBURY,1011100,Blended Whiskies,154,DUNKEL CORPORATION / Iowa Distilling,28081,Prairie Fire Mini,8,50,11.9,17.85,2,35.7,0.1,0.02
INV-33218600011,1/5/2021,5186,Casey's General Store #3452 / West U,"102, E  Bradford St",West Union,52175,POINT (-91.807488 42.96421000000001),33,FAYETTE,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,10,15,24,360,18,4.75
INV-34577500055,2/25/2021,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.5,2.77
INV-39061000028,8/10/2021,4712,Walgreens #11942 / Dubuque,345 E 20th St,Dubuque,52001,POINT (-90.66694 42.512092),31,DUBUQUE,1051100,American Brandies,259,Heaven Hill Brands,52316,Christian Bros Brandy,12,750,6,9,4,36,3,0.79
INV-39327300103,8/18/2021,2556,Hy-Vee Wine and Spirits / Estherville,1033 Central Avenue,Estherville,51334,POINT (-94.829962 43.402096),32,EMMET,1022100,Mixto Tequila,395,PROXIMO,89196,Jose Cuervo Especial Reposado,12,750,11.07,16.61,12,199.32,9,2.37
INV-36179000024,4/28/2021,2704,Hy-Vee Oelwein Dollar Fresh,1345 S Frederick Ave,Oelwein,50662,POINT (-91.913615 42.6594),33,FAYETTE,1081200,Cream Liqueurs,300,McCormick Distilling Co.,68340,Five Farms Irish Cream Liqueur,9,750,18,27,9,243,6.75,1.78
INV-39686800027,8/31/2021,4651,Casey's General Store #2300 / Jewell,301 MAIN ST,Jewell,50130,POINT (-93.640039 42.302654000000004),40,HAMILTON,1081200,Cream Liqueurs,205,E & J Gallo Winery,73052,RumChata,12,375,8,12,3,36,1.12,0.29
INV-32809800024,12/17/2020,2626,Hy-Vee Drugstore / University / DSM,4100 University Ave,Des Moines,50311,POINT (-93.673222 41.600361),77,POLK,1032100,Imported Vodkas,240,William Grant & Sons Inc,34753,Reyka Vodka,6,750,10.97,16.46,6,98.76,4.5,1.18
INV-37034200064,5/28/2021,2569,Hy-Vee Food Store #2 / Cedar Rapids,279 Collins Road NE,Cedar Rapids,52402,POINT (-91.630677 42.027805),57,LINN,1081200,Cream Liqueurs,421,SAZERAC COMPANY  INC,80458,Ryans Cream Liqueur,6,1750,11.54,17.31,6,79.2,10.5,2.77
INV-33494800023,1/15/2021,3868,Wal-Mart 3630 / Marion,5491 Business Hwy 151,Marion,52302,,57,LINN,1022100,Mixto Tequila,65,Jim Beam Brands,88556,Sauza Blanco Silver,12,750,10.5,15.75,12,189,9,2.37
