invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-35014600061,3/15/2021,5222,Leo1  /  Cedar Rapids,"1500, 1st  Ave NE",Cedar Rapids,52402,POINT (-91.652082 41.988229),57,LINN,1081400,American Schnapps,65,Jim Beam Brands,82820,Dekuyper Strawberry Pucker,12,750,6.5,9.75,1,9.75,0.75,0.19
INV-34030000055,2/4/2021,2248,Ingersoll Liquor and Beverage,3500 Ingersoll Ave,Des Moines,50312,POINT (-93.664182 41.586319),77,POLK,1071100,Cocktails /RTD,65,Jim Beam Brands,63261,On the Rocks Cocktails Knob Creek Bourbon Old Fashioned,60,100,1.86,2.79,60,167.4,6,1.58
INV-32435100014,12/4/2020,2518,Hy-Vee Wine and Spirits / Red Oak,1607 North Broadway,Red Oak,51566,POINT (-95.83539 41.279189),69,MONTGOMERY,1071100,Cocktails /RTD,395,PROXIMO,58835,Jose Cuervo Authentic Lime Margarita,6,800,4.62,6.93,6,41.58,4.8,1.26
INV-37974700006,7/1/2021,4147,Fareway Stores #974 / Cedar Falls,214 N Magnolia Dr,Cedar Falls,50613,POINT (-92.474689 42.539076),7,BLACK HAWK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9,13.5,12,162,9,2.37
INV-42018800052,11/16/2021,2662,Hy-Vee Wine & Spirits / Muscatine,"522 Mulberry, Suite A",Muscatine,52761,POINT (-91.04437 41.426615),70,MUSCATINE,1031100,American Vodkas,421,SAZERAC COMPANY  INC,35944,Fleischmanns 80prf Vodka,24,375,1.74,2.61,6,15.66,2.25,0.59
INV-34890300040,3/9/2021,4265,Kwik Stop 3 / Waterloo,1104 Washington St,Waterloo,50702,POINT (-92.336965 42.489106),7,BLACK HAWK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon Whiskey,48,100,0.9,1.35,96,129.6,9.6,2.53
INV-40365400029,9/23/2021,2588,Hy-Vee Food and Drug #6 / Cedar Rapids,4035 Mt Vernon Rd SE,Cedar Rapids,52403,POINT (-91.60978 41.976835),57,LINN,1031100,American Vodkas,205,E & J Gallo Winery,36968,New Amsterdam 80prf,24,375,3.5,5.25,3,15.75,1.12,0.29
INV-35987100005,4/21/2021,5731,Hometown Foods,1010 East Mitchell Avenue,Waterloo,50702,POINT (-92.343118 42.476639),7,BLACK HAWK,1032100,Imported Vodkas,370,PERNOD RICARD USA,34007,Absolut Swedish Vodka 80prf,12,1000,14.99,22.49,12,269.88,12,3.17
INV-39859400012,9/7/2021,6067,Fast Ave One Stop / Muscatine,2111 Park Ave,Muscatine,52761,POINT (-91.030306 41.447149),70,MUSCATINE,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86881,Southern Comfort Mini,10,50,5.16,7.74,10,77.4,0.5,0.13
INV-38620400012,7/23/2021,5177,Casey's General Store #3204 / Minden,33280 335th St,Minden,51553,POINT (-95.546176 41.496153),78,POTTAWATTA,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64868,Fireball Cinnamon Whiskey,6,1750,15.33,23,6,138,10.5,2.77
INV-42458200015,11/30/2021,5612,Casey's General Store #66 / LaPorte City,402 Hwy 218 N,La Porte City,50651,POINT (-92.196459 42.319133),7,BLACK HAWK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64868,Fireball Cinnamon Whiskey,6,1750,15.33,23,4,92,7,1.84
INV-40059200068,9/14/2021,2623,Hy-Vee Food Store #4 / Sioux City,2827 Hamilton Blvd,Sioux City,51104,POINT (-96.417783 42.519886),97,WOODBURY,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold DSS,12,1000,4.85,7.28,120,873.6,120,31.7
INV-37305300010,6/8/2021,5196,The Depot Coralville,100 E  OAKDALE BLVD,Coralville,52241,POINT (-91.561876 41.701512),52,JOHNSON,1011600,Straight Rye Whiskies,421,SAZERAC COMPANY  INC,27100,Sazerac Rye,6,750,16.94,25.41,2,50.82,1.5,0.39
INV-32681200001,12/14/2020,4569,Car-Go-Express / Sutherland,202 West Southern St,Sutherland,51058,POINT (-95.499742 42.968051),71,OBRIEN,1062500,Flavored Rum,35,BACARDI USA INC,43137,Bacardi Limon,12,1000,9.5,14.25,1,14.25,1,0.26
INV-37214900007,6/5/2021,5145,South Side Food Mart,1101 Army Post Rd,Des Moines,50315,POINT (-93.628783 41.526511),77,POLK,1071100,Cocktails /RTD,395,PROXIMO,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
INV-37541300059,6/16/2021,4083,Fareway Stores #909 / Ankeny,109 SE Oralabor Rd,Ankeny,50021,POINT (-93.59949600000002 41.702811),77,POLK,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,3,24.39,3,0.79
INV-40476100101,9/28/2021,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 Devils Glen Road,Bettendorf,52722,POINT (-90.483701 41.552338),82,SCOTT,1011100,Blended Whiskies,297,Laird & Company,23828,Five Star,6,1750,7.62,11.43,6,68.58,10.5,2.77
INV-36878100030,5/24/2021,3776,Wal-Mart 5115 / Davenport,3101 West Kimberly Rd,Davenport,52806,POINT (-90.620069 41.559268),82,SCOTT,1051100,American Brandies,259,Heaven Hill Brands,52318,Christian Bros Brandy,6,1750,12,18,6,108,10.5,2.77
INV-38965700020,8/5/2021,5917,Urbandale Liquor,6401 Douglas Ave STE 1,Urbandale,50322,POINT (-93.705732 41.629411),77,POLK,1062500,Flavored Rum,370,PERNOD RICARD USA,42699,Malibu Mango,12,750,7.99,11.99,3,35.97,2.25,0.59
INV-35879200016,4/16/2021,4155,Fareway Stores #949 / Marion,3300 10th Ave,Marion,52302,POINT (-91.576523 42.036023),57,LINN,1011400,Tennessee Whiskies,346,OLE SMOKY DISTILLERY LLC,86543,Ole Smoky Peach Whiskey Mini,4,50,17.5,26.25,1,26.25,0.05,0.01
INV-38186800023,7/9/2021,5050,Fareway Stores #147 / Carlisle,"1115, Bluestem Dr",Carlisle,50047,POINT (-93.499634 41.49794500000001),91,WARREN,1062100,Gold Rum,434,LUXCO INC,45248,Paramount Gold Rum,6,1750,7.5,11.25,6,67.5,10.5,2.77
INV-41367100125,10/26/2021,2593,Hy-Vee Food Store / Carroll,905 US Highway 30 West,Carroll,51401,POINT (-94.853591 42.064155),14,CARROLL,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69609,Dr McGillicuddys Apple Pie Mini,12,50,5,7.5,2,15,0.1,0.02
INV-35168000001,3/19/2021,4414,KUM & GO #23 / Neola,29356 298th St,Neola,51559,POINT (-95.612045 41.438788),78,POTTAWATTA,1031100,American Vodkas,434,LUXCO INC,36306,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9,2.37
INV-36284400318,5/3/2021,6151,University Liquors / WDM,9250 University Ave  Unit 115,West Des Moines,50266,POINT (-93.834244 41.599769),77,POLK,1012200,Scotch Whiskies,260,DIAGEO AMERICAS,5326,Johnnie Walker Black,12,750,21.49,32.24,5,161.2,3.75,0.99
INV-35827600032,4/15/2021,2191,Keokuk Spirits,1013 Main,Keokuk,52632,POINT (-91.387797 40.400038),56,LEE,1031100,American Vodkas,626,JDSO INC / Red Boot Distillery,36875,Blue Ox Vodka,6,1750,7.17,10.76,18,193.68,31.5,8.32
INV-41762600003,11/9/2021,5094,Casey's General Store #2778 / Cedar,"201, 8th Ave SE",Cedar Rapids,52401,POINT (-91.662347 41.973004),57,LINN,1031100,American Vodkas,260,DIAGEO AMERICAS,37994,Smirnoff 80prf,24,375,4.75,7.13,24,171.12,9,2.37
INV-37163200024,6/3/2021,3682,Jumbo's,110 E Main St,Wesley,50483,POINT (-93.20277500000002 43.286886),55,KOSSUTH,1091100,American Distilled Spirit Specialty,578,S&B Farms Distillery,77054,Private First Class,12,750,12.96,19.44,4,77.76,3,0.79
INV-35134300007,3/18/2021,4687,Kum & Go #517 / Cedar Rapids,3132 1st Ave NE,Cedar Rapids,52402,POINT (-91.634941 42.009649),57,LINN,1031100,American Vodkas,434,LUXCO INC,36306,Hawkeye Vodka,12,750,3.34,5.01,4,20.04,3,0.79
INV-34189800103,2/10/2021,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021,,77,POLK,1011300,Single Barrel Bourbon Whiskies,421,SAZERAC COMPANY  INC,17766,Eagle Rare,6,750,17.16,25.74,6,154.44,4.5,1.18
INV-32565000003,12/9/2020,5564,Casey's General Store #2785 / Ankeny,1602 W 1st St,Ankeny,50023,POINT (-93.621965 41.731846),77,POLK,1081400,American Schnapps,55,SAZERAC NORTH AMERICA,84207,99 Root Beer Mini,10,50,5.16,7.74,10,90,0.5,0.13
INV-35419800003,3/30/2021,5932,Iowa City BP,2875 Commerce Dr,Iowa City,52240,POINT (-91.48050600000002 41.62847),52,JOHNSON,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10805,Crown Royal Regal Apple,24,375,8,12,24,288,9,2.37
INV-36855200017,5/21/2021,3679,FRANKLIN STREET FLORAL & GIFT,103 Franklin St,Monona,52159,POINT (-91.390767 43.055133),22,CLAYTON,1011100,Blended Whiskies,65,Jim Beam Brands,27544,Red Stag Black Cherry,12,750,10.5,15.75,2,31.5,1.5,0.39
INV-39860000024,9/7/2021,6072,Pearl City Tobacco & Liquor Outlet / Muscatine,200 Green St,Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86888,Southern Comfort PET,6,1750,20.26,30.39,78,2370.42,136.5,36.05
INV-35443500010,3/31/2021,5413,Lil' Chubs Corner Stop,712 S Oak St,Inwood,51240,POINT (-96.430827 43.30226),60,LYON,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64864,Fireball Cinnamon Whisky,24,375,5.33,8,24,192,9,2.37
INV-40952600031,10/13/2021,3790,Wal-Mart 0784 / Mt Pleasan,1045 N Grand Ave,Mt Pleasant,52641,POINT (-91.539034 40.978416),44,Henry,1031100,American Vodkas,231,RS Lipman Company LLC,36356,Heroes Vodka,6,1750,10,15,6,90,10.5,2.77
INV-40474000114,9/28/2021,2663,Hy-Vee Food Store / Urbandale,8701 Douglas,Urbandale,50322,POINT (-93.739105 41.629364),77,POLK,1062500,Flavored Rum,65,Jim Beam Brands,44539,Cruzan Tropical Fruit,12,750,7,10.5,12,126,9,2.37
INV-33922800103,2/1/2021,2593,Hy-Vee Food Store / Carroll,905 US Highway 30 West,Carroll,51401,POINT (-94.853591 42.064155),14,CARROLL,1031100,American Vodkas,260,DIAGEO AMERICAS,37998,Smirnoff 80prf,6,1750,14.75,22.13,12,265.56,21,5.54
INV-38340200019,7/14/2021,3704,Celtics Beverage Company,1122 Broadway,Emmetsburg,50536,POINT (-94.678807 43.10937),74,PALO ALTO,1031200,American Flavored Vodka,521,JEM Beverage Company,39827,Western Son Cucumber,12,750,9.01,13.52,1,13.52,0.75,0.19
INV-36989900056,5/27/2021,2611,Hy-Vee Drugstore / Ottumwa,1140 North Jefferson St,Ottumwa,52501,POINT (-92.401538 41.026754000000004),90,WAPELLO,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64863,Fireball Cinnamon Whiskey,48,200,2.5,3.75,5,18.75,1,0.26
INV-34740500062,3/3/2021,3622,Wal-Mart 1415 / Spirit Lake,2600 Hwy 71,Spirit Lake,51360,POINT (-95.126535 43.416452),30,DICKINSON,1012200,Scotch Whiskies,421,SAZERAC COMPANY  INC,10006,Scoresby Rare Scotch,12,750,5.13,7.7,6,46.2,4.5,1.18
INV-38964100028,8/5/2021,4368,Kum & Go #570 / Johnston,5800 Northglen Dr,Johnston,50131,POINT (-93.698308 41.682764),77,POLK,1012400,Irish Whiskies,370,PERNOD RICARD USA,15626,Jameson,12,750,16.49,24.74,6,148.44,4.5,1.18
INV-32410700011,12/3/2020,5913,Casey's General Store #1427 / Clear Lake,6 Plaza Dr,Clear Lake,50428,POINT (-93.360505 43.145936),17,CERRO GORD,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64904,Fireball Cinnamon Whiskey PET,6,1750,15.33,23,6,138,10.5,2.77
INV-35544200015,4/2/2021,5005,Laurens Food Pride,410 W Main St,Laurens,50554,POINT (-94.853219 42.846725),76,POCAHONTAS,1031100,American Vodkas,260,DIAGEO AMERICAS,37996,Smirnoff 80prf,12,750,8.25,12.38,3,37.14,2.25,0.59
INV-38805200024,7/30/2021,3562,Wal-Mart 0797 / W Burlington,324 West Agency Rd,West Burlington,52655,POINT (-91.158407 40.813125),29,DES MOINES,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.5,2.77
INV-42049800105,11/16/2021,2593,Hy-Vee Food Store / Carroll,905 US Highway 30 West,Carroll,51401,POINT (-94.853591 42.064155),14,CARROLL,1041100,American Dry Gins,434,LUXCO INC,31656,Paramount Gin,12,750,3.4,5.1,12,61.2,9,2.37
INV-32733600038,12/15/2020,2578,Hy-Vee / Charles City,901 Kelly St,Charles City,50616,POINT (-92.67556000000002 43.066993),34,FLOYD,1011300,Single Barrel Bourbon Whiskies,85,Brown Forman Corp.,22241,Woodford Reserve Straight Malt,6,750,22.49,33.74,6,202.44,4.5,1.18
INV-41994000022,11/15/2021,5663,Lake View Redemption & Liquor Store,502 5th St,Lake View,51450,POINT (-95.051539 42.307764000000006),81,SAC,1012200,Scotch Whiskies,260,DIAGEO AMERICAS,5347,Johnnie Walker Red,12,1000,17.1,25.65,3,76.95,3,0.79
INV-41832500024,11/10/2021,2648,Hy-Vee #4 / WDM,555 S 51st St,West Des Moines,50265,POINT (-93.774728 41.560871),77,POLK,1012200,Scotch Whiskies,35,BACARDI USA INC,4876,Dewars 12YR,12,750,20,30,3,90,2.25,0.59
INV-39528700047,8/25/2021,2521,Hy-Vee Food and Drug / Grand / WDM,1990 Grand Avenue,West Des Moines,50265,POINT (-93.73162 41.571127),77,POLK,1031100,American Vodkas,421,SAZERAC COMPANY  INC,35318,Barton Vodka,6,1750,6.92,10.38,6,62.28,10.5,2.77
INV-33742300035,1/25/2021,5207,Jim's Foods  /  Cedar Rapids,"812, Sixth  St SW",Cedar Rapids,52404,POINT (-91.67707300000001 41.968016000000006),57,LINN,1062400,Spiced Rum,240,William Grant & Sons Inc,45884,Sailor Jerry Spiced Navy Rum,24,375,4.8,7.2,3,21.6,1.12,0.29
INV-36249500033,4/30/2021,5361,Liquorland,624 Angular St.,Burlington,52601,POINT (-91.107638 40.802397),29,DES MOINES,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,2,21.52,3.5,0.92
INV-36678700054,5/17/2021,3858,Harolds Jack N Jill / Davenport,6723 NW Blvd Unit 2,Davenport,52806,POINT (-90.609747 41.589369),82,SCOTT,1062500,Flavored Rum,65,Jim Beam Brands,44350,Calico Jack Cherry,12,750,6.29,9.44,3,28.32,2.25,0.59
INV-42362200002,11/26/2021,4411,KUM & GO #95 / DE SOTO,1203 Guthrie St,De Soto,50069,,25,DALLAS,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,50,25.8,38.7,2,77.4,0.1,0.02
INV-38570500202,7/22/2021,2621,Hy-Vee Food Store #3 / Sioux City,3301 Gordon Dr,Sioux City,51105,POINT (-96.364108 42.487752),97,WOODBURY,1022100,Mixto Tequila,395,PROXIMO,89191,Jose Cuervo Especial Reposado Mini,12,50,11.5,17.25,2,34.5,0.1,0.02
INV-34402800118,2/18/2021,2565,Hy-Vee Food Store #1636 / Spencer,819 N Grand Ave,Spencer,51301,POINT (-95.14506 43.145897),21,CLAY,1081200,Cream Liqueurs,330,Gemini Spirits,80456,Ryans Cream Liqueur,12,750,5.67,8.51,12,120.6,9,2.37
INV-37516700052,6/15/2021,2604,Hy-Vee Wine and Spirits / Le Mars,1201 12th Ave SW,Le Mars,51031,POINT (-96.18335000000002 42.778257),75,PLYMOUTH,1071100,Cocktails /RTD,55,SAZERAC NORTH AMERICA,57129,Chi-Chi's Mexican Mudslide,6,1750,6.5,9.75,6,51.78,10.5,2.77
INV-37947600010,6/30/2021,5068,Tobacco Shop / Arnolds Park,612 S Highway 71,Arnolds Park,51331,POINT (-95.14027400000002 43.361577),30,DICKINSON,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86887,Southern Comfort,12,1000,12.97,19.46,2,38.92,2,0.52
INV-37512100100,6/15/2021,2637,Hy-Vee #5 / Davenport,2351 W Locust,Davenport,52804,POINT (-90.611972 41.538207),82,SCOTT,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64863,Fireball Cinnamon Whiskey,48,200,2.5,3.75,48,180,9.6,2.53
INV-35947800018,4/20/2021,4184,Fareway Stores #998 / Muscatine,2100 Cedar Plaza Dr,Muscatine,52761,POINT (-91.08192400000001 41.435264),70,MUSCATINE,1051100,American Brandies,434,LUXCO INC,54446,Paramount Apricot Brandy,12,750,5.48,8.22,4,32.88,3,0.79
INV-38381000106,7/15/2021,4129,Cyclone Liquors,626 Lincoln Way,Ames,50010,POINT (-93.618911 42.022854),85,STORY,1062500,Flavored Rum,35,BACARDI USA INC,43050,Bacardi Dragon Berry,12,1000,9.5,14.25,4,57,4,1.05
INV-39582000104,8/26/2021,4509,AJ'S LIQUOR II,2515 Chamberlain,Ames,50010,POINT (-93.650838 42.021461),85,STORY,1011100,Blended Whiskies,255,Infinium Spirits,87035,Skrewball Peanut Butter Whiskey Mini,12,50,14,21,1,21,0.05,0.01
INV-34178800044,2/10/2021,4866,Tobacco Hut #18 / Council Bluffs,429 Veterans Memorial,Council Bluffs,51501,POINT (-95.851844 41.219624),78,POTTAWATTA,1031100,American Vodkas,626,JDSO INC / Red Boot Distillery,36985,Blue Ox Vodka,24,375,1.79,2.69,6,16.14,2.25,0.59
INV-40483600001,9/28/2021,6206,East Side Liquor & Grocery / Marshalltown,1116 East Nevada Street,Marshalltown,50158,POINT (-92.893113 42.044345),64,MARSHALL,1071100,Cocktails /RTD,305,Mhw LTD,67245,Twisted Shotz Jolli Jolli,1,1800,54.2,81.3,1,81.3,1.8,0.47
INV-33314000071,1/8/2021,5236,"Giggle Juice Liquor Station, LLC",600 W Main St,Anamosa,52205,POINT (-91.29083400000002 42.108203),53,JONES,1062500,Flavored Rum,35,BACARDI USA INC,43747,Bacardi Lime,12,750,8.25,12.38,4,49.52,3,0.79
INV-41548400009,11/1/2021,4412,Kum & Go #267 / Tipton,2050 Ia Highway 38,Tipton,52772,POINT (-91.115934 41.647175),16,CEDAR,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26821,Jack Daniels Old #7 Black Label Mini,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-32682900001,12/14/2020,4998,Lake City Food Center,820 E Main St,Lake City,51449,POINT (-94.724867 42.267363),13,CALHOUN,1051100,American Brandies,205,E & J Gallo Winery,52596,E & J VS,12,750,6.5,9.75,3,29.25,2.25,0.59
INV-33448300027,1/14/2021,2130,Sycamore Convenience,617 Sycamore,Waterloo,50703,POINT (-92.335358 42.497854),7,BLACK HAWK,1062500,Flavored Rum,421,SAZERAC COMPANY  INC,43409,Parrot Bay Coconut,12,1000,9.5,14.25,12,171,12,3.17
INV-36139300016,4/27/2021,3814,Costco Wholesale #788 / WDM,7205 Mills Civic Pkwy,West Des Moines,50266,POINT (-93.806489 41.561342),25,Dallas,1062200,White Rum,35,BACARDI USA INC,43128,Bacardi Superior,6,1750,15,22.5,144,3240,252,66.57
INV-40814800014,10/8/2021,4057,Tequila's Liquor Store,1434 Des Moines St Ste 5,Des Moines,50316,POINT (-93.59704 41.594713),77,POLK,1042100,Imported Dry Gins,260,DIAGEO AMERICAS,28865,Tanqueray Gin,24,375,6.99,10.49,5,52.45,1.87,0.49
INV-38081200002,7/6/2021,5100,Sam's Food,648 N  Marquette St,Davenport,52802,POINT (-90.590879 41.526469),82,SCOTT,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon Whiskey,48,100,0.9,1.35,48,64.8,4.8,1.26
INV-36361400009,5/5/2021,2521,Hy-Vee Food and Drug / Grand / WDM,1990 Grand Avenue,West Des Moines,50265,POINT (-93.73162 41.571127),77,POLK,1081300,American Cordials & Liqueur,65,Jim Beam Brands,73526,Dekuyper Melon Liqueur,12,750,6.5,9.75,2,19.5,1.5,0.39
INV-42226200017,11/22/2021,6046,Casey's General Store #2150 / WDM,2125 Grand Ave,West Des Moines,50265,POINT (-93.734597 41.56575),77,POLK,1031100,American Vodkas,300,McCormick Distilling Co.,36904,McCormick 80prf Vodka PET,24,375,1.8,2.7,24,64.8,9,2.37
INV-34854900002,3/8/2021,4663,Casey's General Store #3077 / Peosta,236 Peosta St,Peosta,52068,POINT (-90.85041 42.443954),31,DUBUQUE,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,50,25.8,38.7,4,154.8,0.2,0.05
INV-32856800042,12/18/2020,2523,Hy-Vee Food Store / Centerville,609 N 18th,Centerville,52544,POINT (-92.867967 40.737577),4,APPANOOSE,1012400,Irish Whiskies,370,PERNOD RICARD USA,15626,Jameson,12,750,16.49,24.74,12,296.88,9,2.37
INV-39695300016,8/31/2021,2604,Hy-Vee Wine and Spirits / Le Mars,1201 12th Ave SW,Le Mars,51031,POINT (-96.18335000000002 42.778257),75,PLYMOUTH,1022100,Mixto Tequila,395,PROXIMO,89197,Jose Cuervo Especial Reposado,12,1000,13.5,20.25,12,243,12,3.17
INV-38276800012,7/13/2021,3943,Good and Quick Co,519 Lincolnway,Nevada,50201,POINT (-93.453265 42.022711),85,STORY,1062400,Spiced Rum,260,DIAGEO AMERICAS,1799,Captain Morgan Original Spiced Barrel,6,1750,18,27,6,162,10.5,2.77
INV-36420000004,5/7/2021,4868,Kum & Go #59 / Waukee,400 Prairie Bluff Dr,Waukee,50263,POINT (-93.880018 41.565606),25,DALLAS,1062400,Spiced Rum,260,DIAGEO AMERICAS,43331,Captain Morgan Original Spiced Mini,12,50,4.8,7.2,6,43.2,0.3,0.07
INV-41278700016,10/22/2021,5291,JumpStart,"109, Locust St",Carter Lake,51510,POINT (-95.92895200000001 41.285058),78,POTTAWATTA,1051100,American Brandies,421,SAZERAC COMPANY  INC,53214,Paul Masson Grande Amber Brandy VS,24,375,3.22,4.83,24,115.92,9,2.37
INV-40710600009,10/5/2021,3784,Hartig Drug #14 / Independence,200  1st St East,Independence,50644,POINT (-91.893016 42.468721),10,BUCHANAN,1081400,American Schnapps,65,Jim Beam Brands,82836,Dekuyper Raspberry Pucker,12,750,6.5,9.75,4,39,3,0.79
INV-33074500007,12/29/2020,5362,Crossroads Wine & Spirits LLC,117 Iowa Ave,Dunlap,51529,POINT (-95.602969 41.854728),43,HARRISON,1011100,Blended Whiskies,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11,16.5,6,99,10.5,2.77
INV-33374100005,1/12/2021,4697,Southside Liquor & Tobacco / Iowa City,1921 Keokuk St,Iowa City,52240,POINT (-91.524879 41.64188),52,JOHNSON,1031100,American Vodkas,300,McCormick Distilling Co.,36887,McCormick 80prf Vodka,12,1000,4.13,6.2,12,74.4,12,3.17
INV-37234100017,6/5/2021,5466,Southside Tobacco & Liquor,2424 SW 9th St #1,Des Moines,50315,POINT (-93.624729 41.56373),77,POLK,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,10,15,12,180,9,2.37
INV-33490400008,1/15/2021,4794,Smokin' Joe's #17 Tobacco and Liquor Outlet,110 S Roosevelt Hwy 61,Burlington,52601,POINT (-91.141203 40.80943700000001),29,DES MOINES,1032100,Imported Vodkas,260,DIAGEO AMERICAS,34164,Ciroc 80prf,24,200,5,7.5,1,7.5,0.2,0.05
INV-34929400020,3/11/2021,3990,Cork and Bottle / Oskaloosa,309 A Ave West,Oskaloosa,52577,POINT (-92.648153 41.296228),62,MAHASKA,1082000,Imported Cordials & Liqueurs,259,Heaven Hill Brands,65191,Hpnotiq Mini,8,50,12.44,18.66,1,18.66,0.05,0.01
INV-41746200050,11/8/2021,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N Lake St,Storm Lake,50588,POINT (-95.200758 42.65318400000001),11,BUENA VIST,1062500,Flavored Rum,370,PERNOD RICARD USA,42676,Malibu Passion Fruit,12,750,7.99,11.99,3,35.97,2.25,0.59
INV-36070300022,4/23/2021,2506,Hy-Vee #1044 / Burlington,3140 Agency,Burlington,52601,POINT (-91.136655 40.814666),29,DES MOINES,1031100,American Vodkas,205,E & J Gallo Winery,36965,New Amsterdam 80prf Mini,10,50,5.54,8.31,1,8.31,0.05,0.01
INV-37585500038,6/17/2021,4446,QUIK TRIP #513 / URBANDALE,4600 Merle Hay Rd,Urbandale,50322,POINT (-93.697999 41.644296),77,POLK,1031100,American Vodkas,300,McCormick Distilling Co.,36886,McCormick 80prf Vodka,12,750,3.31,4.97,12,59.64,9,2.37
INV-39768800015,9/2/2021,4960,AJ's Liquor III,2401 A Chamberlain St,Ames,50010,POINT (-93.648959 42.021456),85,STORY,1031100,American Vodkas,301,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,12.67,19.01,2,38.02,2,0.52
INV-39690000036,8/31/2021,2651,Hy-Vee / Waverly,1311 4 Street SW,Waverly,50677,POINT (-92.475403 42.712263),9,BREMER,1012400,Irish Whiskies,35,BACARDI USA INC,15884,Teeling Small Batch Irish Whiskey,6,750,18.66,27.99,1,27.99,0.75,0.19
INV-42389000027,11/26/2021,2712,Hy-Vee / Decorah,915 Short St #107,Decorah,52101,POINT (-91.79777100000001 43.291023),96,WINNESHIEK,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69636,Dr McGillicuddys Cherry,12,750,8.66,12.99,12,155.88,9,2.37
INV-35232200010,3/23/2021,4495,Casey's General Store #3055 / Grundy Center,"504, G Ave",Grundy Center,50638,POINT (-92.770411 42.361494),38,GRUNDY,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,10,15,3,45,2.25,0.59
INV-37082500019,6/1/2021,4132,Camanche Food Pride,908 7th Ave,Camanche,52730,POINT (-90.257535 41.788751),23,CLINTON,1012100,Canadian Whiskies,65,Jim Beam Brands,10627,Canadian Club Whisky,12,1000,9.71,14.57,12,174.84,12,3.17
INV-35100200004,3/17/2021,2670,Hy-Vee Food Store / Coralville,2004 8th  St,Coralville,52241,POINT (-91.591868 41.682337000000004),52,JOHNSON,1012300,Single Malt Scotch,260,DIAGEO AMERICAS,5430,Lagavulin 16YR,12,750,50,75,3,225,2.25,0.59
INV-34047000026,2/4/2021,2587,Hy-Vee Food Store / Johnston,5750 Merle Hay Road,Johnston,50131,POINT (-93.697731 41.665172),77,POLK,1031200,American Flavored Vodka,380,Phillips Beverage,41625,UV Grape,6,1750,11.5,17.25,6,103.5,10.5,2.77
INV-36950700008,5/25/2021,2549,Hy-Vee Food Store / Indianola,910 N Jefferson,Indianola,50125,,91,WARREN,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,60,645.6,105,27.73
