Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
"Black Bass","Black Bass Hotel, 921 route d'Albertville, à Sevrier, Annecy, 74000, France","Annecy, France","€€€","Modern Cuisine",6.1435827,45.8875445,+33450524036,https://guide.michelin.com/en/auvergne-rhone-alpes/annecy/restaurant/black-bass,https://www.blackbasshotel-annecy.com/,"Selected Restaurants",0,"Car park,Garden or park,Great view,Restaurant offering vegetarian menus,Terrace,Wheelchair access","A smart vibe, a hip interior and a sweeping view of the lake set the scene for bistronomic recipes scattered with creative, exotic accents: ceviche of croaker with coriander and jalapenos; barbecued organic seabass with a harissa of raspberries and salad of green beans; spaghetti with toasted breadcrumbs, lemon and basil…"
POF,"35 boulevard Georges-Clemenceau, Rennes, 35200, France","Rennes, France","€",Creative,-1.6860225,48.0946225,+33299778888,https://guide.michelin.com/en/bretagne/rennes/restaurant/pof,https://pof-resto.fr,"Selected Restaurants",0,"","The lunchtime menu is chalked up on a slate, while in the evening, the dishes of the concise menu carry playful, tongue-in-cheek names, which do however require a certain command of the French language to be appreciated! The globetrotting partners aim for a friendly vibe, a wide range of culinary influences (cream of cauliflower with Brittany curry spices, wakame crumble; crunchy quinoa and a Mexican-inspired jus; pear, myrtle, star anis, mascarpone and matcha tea) and market-fresh ingredients in line with the zeitgeist."
Ezkia,"6 avenue de la Grande-Plage, Bidart, 64210, France","Bidart, France","€€","Modern Cuisine",-1.5907114,43.4392106,+33559477892,https://guide.michelin.com/en/nouvelle-aquitaine/bidart/restaurant/ezkia,http://www.ezkia-restaurant.fr,"Selected Restaurants",0,Terrace,"Whether beneath the lime trees (ezkia in Basque) on the terrace, or inside the small, inviting and intimate restaurant room with exposed stonework, floorboards, saffron-coloured velvet seats and banquettes, it is the same traditional Basque house. Standing in the heart of the delightful village of Bidart, it exudes a quiet, refined atmosphere. The couple who run the place, defectors from Michel Guérard's restaurant, serve nice seasonal precisely cooked dishes, full of good local Basque produce e.g. farm-reared pig, line-caught tuna, black cherry, mature farm cheeses."
Patern,"60 rue Stanislas, Nancy, 54000, France","Nancy, France","€€€","Modern Cuisine",6.1791657,48.6923925,+33383370503,https://guide.michelin.com/en/grand-est/nancy/restaurant/patern,https://patern-restaurant.com/,"Selected Restaurants",0,"","This magnificently located eatery is only a 5-minute walk from Stanislas Square! The youthful owner-chef, Martin Debuiche, former deputy of Jean-Pierre Vigato of the Apicius in Paris, has teamed up with a butcher-breeder, Alexandre Polmard. In a smart, modern interior, he crafts surprise menus based on flawlessly sourced fine ingredients: fish from Brittany, Vosges pigeon, dairy produce from Meurthe-et-Moselle, saffron from Lorraine, etc. Examples include Brittany John Dory, savory, fennel and girolles, or pigeon, foie gras, lardo di Colonnata and spinach."
"Eunoé","6 rue Rochebrune, Paris, 75011, France","Paris, France","€€","Modern Cuisine",2.37893,48.86082,+33767968636,https://guide.michelin.com/en/ile-de-france/paris/restaurant/eunoe,http://www.eunoe-restaurant.com,"Selected Restaurants",0,"","Japanese chef Ryuji Sato and Félix Perotte (front of house) are two friends who are passionate about food and wine. They offer hospitality at this location near Square Maurice Gardette. In a modern, stylishly ""unfinished"" setting in sand and ochre tones, the chef delivers his fine, no-holds-barred take on the culinary zeitgeist, with an emphasis on flavour in every dish: pork loin soaked in its full-bodied jus with aged sherry vinegar and a hint of thyme, smoked potato mash and a small salad of fresh herbs, seasoned to perfection. At dinner, the elegance goes up a notch."
"Benjamin Schmitt Restaurant","41 rue Catherine-de-La-Rochefoucauld, Paris, 75009, France","Paris, France","€€€","Traditional Cuisine, Modern Cuisine",2.3349088,48.8797915,+33142810017,https://guide.michelin.com/en/ile-de-france/paris/restaurant/hectar,http://www.schmittrestaurant.fr,"Selected Restaurants",0,"Air conditioning,Wheelchair access","In the heart of Pigalle, this eatery pays tribute to the land and those who work it. The youthful chef cultivates culinary eclecticism, seamlessly segueing from one style of cuisine to another and from traditional to modern. The enticing names of the dishes live up to their promise: duck, foie gras and pork pâté en croûte; veal breast confit with olives, aubergine and anchovies; strawberry and rhubarb pavlova... Sensibly priced lunch menu, tasting and à la carte menus in the evening."
"Le France","8 place Maxime-Cupillard, Villers-le-Lac, 25130, France","Villers-le-Lac, France","€€€",Creative,6.6703586,47.0594855,+33381680006,https://guide.michelin.com/en/bourgogne-franche-comte/villers-le-lac/restaurant/le-france,https://hotel-restaurant-lefrance.com/,"Selected Restaurants",0,"Interesting wine list,Restaurant offering vegetarian menus,Terrace,Wheelchair access","Between Morteau and La Chaux-de-Fonds, not far from the French-Swiss border, this restaurant welcomes guests to the heart of the Haut-Doubs mountains. In this family-run place, chef Hugues Droz offers guests typical Franche-Comté hospitality, just as his father and grandfather did before him. With a keen eye on seasonal produce, he loves to ally terroir and innovation. He also enjoys creating themed meals, such as his morel-based menu, in which this mushroom features in every course."
Alluma,"151 rue Saint-Maur, Paris, 75011, France","Paris, France","€€€","Mediterranean Cuisine, Israeli",2.3749645,48.8682744,+33985118833,https://guide.michelin.com/en/ile-de-france/paris/restaurant/alluma,http://alluma-paris.com,"Selected Restaurants",0,"Air conditioning","Former Balagan chef Liran Tal has tastefully revamped this establishment with immaculate white walls. He crafts delicious Mediterranean cuisine with Israeli influences, served in the form of tasting menus that are very good value for money: delicious msabbaha hummus, yellowtail crudo with figs and spices, lamb sirloin and an apricot-miso condiment. Choice of organic and biodynamic wines, most notably from Italy, Spain and Armenia."
"La Dariole","25 rue Étienne-Dolet, Orléans, 45000, France","Orléans, France","€€","Modern Cuisine, Traditional Cuisine",1.908112,47.90071,+33238772667,https://guide.michelin.com/en/centre-val-de-loire/orleans/restaurant/la-dariole,http://www.ladariole.fr,"Selected Restaurants",0,Terrace,"In the heart of the old town and not far from the cathedral, this 15C half-timbered house showcases an easy alliance of old stonework and cosy touches. The chef, who even trained here when he was learning his trade, hits the mark with delicious cuisine that is in tune with the times. The seasonal menu changes regularly and features appealingly tasty dishes such as pork chop with potatoes and a caper jus."
Kazumi,"3 rue d'Anjou, Angers, 49100, France","Angers, France","€€","Teppanyaki, Japanese",-0.55691,47.46635,+33253572142,https://guide.michelin.com/en/pays-de-la-loire/angers/restaurant/kazumi,http://www.restaurant-kazumi.com,"Selected Restaurants",0,"Counter dining","Behind the discreet façade of this Japanese restaurant, chef Kazumi Hatakenaka is at work. Having first come to France to open a traditional French restaurant in the Beaujolais region, he is now serving cuisine that speaks to his dual culinary culture (French and Japanese). His tasting menu alternates French classic and dishes with ingredients prepared on the teppanyaki – with characteristic Japanese finesse and touches. Fresh produce (fish, meat and vegetables), mouth-watering dishes such as scallops, pak choi and shiitake, cooking and seasonings that are on point make for a delightful culinary escapade. For dinner, allow three hours at your table."
"Castel Ac'h","Plage de Lilia, Plouguerneau, 29880, France","Plouguerneau, France","€€",Seafood,-4.5621919,48.6216697,+33298371616,https://guide.michelin.com/en/bretagne/plouguerneau/restaurant/castel-ac-h,http://www.castelach.fr,"Selected Restaurants",0,"Car park,Great view,Terrace,Wheelchair access","Brittany is full of magical places and the Abers region is one such! Just a stone’s throw from the lighthouses of Ile Vierge and Ile de Wrac’h, this handsome neo-Brittany house enjoys a superb location opposite the picturesque Lilia Beach. The food is of regional inspiration with a range of tasty surf and turf ingredients and the lunchtime menu is a steal. In the evening, two set menus and one à la carte play a bistronomic Brittany score (oysters, abalone, fish of the day, veggies from the cottage garden, seaweed and sarrazin wheat). The spacious dining room sports a minimalist vibe with white walls and a terrace."
"Les Roseaux Pensants","2 place du Mail, Cormery, 37320, France","Cormery, France","€€","Modern Cuisine",0.8379508,47.2677982,+33247434032,https://guide.michelin.com/en/centre-val-de-loire/cormery/restaurant/les-roseaux-pensants,https://lesroseauxpensants.fr,"Selected Restaurants",0,"Restaurant offering vegetarian menus,Terrace,Wheelchair access","This quaint historic village is the lair of a self-taught couple, who sources their organic ingredients entirely locally thus enabling them to develop close ties with the producers in person. The gutsy result demonstrates a weakness for veggies and fermentation illustrated by vegetarian black pudding paired with confit of apple and black garlic, although the menu does feature a sprinkling of meat and fish dishes. The chef, who practised law before he fell in love with cooking, rustles up heroically wondrous food such as barbecued breast of guinea fowl, roast courgettes and aubergines, scrumptious aïoli and peach-pepper pickles for a final spicy kick. A delightful patio shaded by linden trees in fine weather and swish, slick service."
"À l'Échevin","4 place des Six-Montagnes-Noires, Colmar, 68000, France","Colmar, France","€€€","Modern Cuisine",7.3568819,48.0736081,+33389416032,https://guide.michelin.com/en/grand-est/colmar/restaurant/a-l-echevin,http://www.le-marechal.com,"Selected Restaurants",0,"Terrace,Wheelchair access","In the heart of “Little Venice”, the half-timbered Le Maréchal hotel is home to a comfortable and classically-decorated restaurant. The food is rather more adventurous and the chef deftly crafts modern recipes, putting a new spin on regional and gastronomic favourites, thanks to a sprinkling of creative touches. Delicious desserts, like this duo of figs and creamed rice in a crisp cinnamon-scented tuile. We recommend booking a seat in the blue dining room which overlooks the Lauch River."
"La Cotriade","18 quai Emmanuel-Garnier, Les Sables-d'Olonne, 85100, France","Les Sables-d'Olonne, France","€€",Seafood,-1.7903471,46.4960645,+33251325892,https://guide.michelin.com/en/pays-de-la-loire/les-sables-d-olonne/restaurant/la-cotriade-1201687,https://restaurant-la-cotriade.com,"Selected Restaurants",0,Terrace,"On the quayside, facing the fishing port, the ice buffet bar with its array of fish and shellfish sits majestically in front of the restaurant. The atmosphere inside is, naturally, a seaside one, and the chef can be seen at work in his open kitchen. The menu features seafood platters, fresh fish advertised on the daily specials board, some rather traditional dishes and specialities such as the royal sea bream cooked in a banana leaf, lime and coconut milk, the whole sea bass roasted with fennel and flambéed with aniseed, or the famous cotriade – Brittany's answer to bouillabaisse. There are also some meat dishes."
Saba,"21 faubourg Sainte-Claire, Annecy, 74000, France","Annecy, France","€€",Fusion,6.1227528,45.8972708,+33987394525,https://guide.michelin.com/en/auvergne-rhone-alpes/annecy/restaurant/saba-1203988,https://restaurant-saba.com/,"Selected Restaurants",0,Terrace,"There is no shortage of Japanese chefs mad about French food, but here is a French chef who is crazy about Japanese cuisine, which he showcases beautifully in his tiny restaurant in historic Annecy. His freshly-sourced, vibrant dishes hit the spot every time: gyozas of smoked eel and saba (mackerel in Japanese); koshihikari rice, giant prawns and curry… All of which in line with a sustainable agriculture and fishing ethos. Cheerful service."
"L'Altiplano au K2 Palace","Le K2 Palace, 238 rue des Clarines, Courchevel 1850, Courchevel, 73120, France","Courchevel, France","€€€€",Peruvian,6.6388405,45.4122784,+33479413342,https://guide.michelin.com/en/auvergne-rhone-alpes/courchevel/restaurant/l-altiplano-au-k2-altitude,http://www.lek2palace.com,"Selected Restaurants",0,"Valet parking,Wheelchair access","At this high altitude restaurant with a cosy and intimate interior, ceviche classico of white fish marinated in tiger's milk; grilled prawns, spring onion, red pepper and lime; and postre estilo pisco are just some of the (delicious) examples of the modernised Peruvian food you can tuck into – think tasty, colourful and spicy with a delicate touch."
Oktobre,"25 rue des Grands-Augustins, Paris, 75006, France","Paris, France","€€€","Modern Cuisine",2.34039,48.85379,+33146330085,https://guide.michelin.com/en/ile-de-france/paris/restaurant/oktobre,https://oktobre.fr/,"Selected Restaurants",0,"Air conditioning,Valet parking","In one of the most bookish streets of the scholarly St André des Arts neighbourhood, Oktobre is warm and welcoming, like an Indian summer. The chef's pantry is stocked with only the finest, painstakingly sourced produce (he buys some animals whole). He takes a fresh, delicate, natural approach to cooking, deftly seasoning his dishes with varied spices and Asian accents. “Dentelles de Cucugnan” cuttlefish pasta with a shellfish bisque; Dombes quail, buckwheat risotto with mushrooms, fig and gochujang pickles; figs topped with a shiso-scented diplomat cream…"
"L'Ancienne Auberge","Place du Marché, Vonnas, 01540, France","Vonnas, France","€€","Traditional Cuisine",4.99065,46.21997,+33474509050,https://guide.michelin.com/en/auvergne-rhone-alpes/vonnas/restaurant/l-ancienne-auberge,https://www.georgesblanc.com/fr/,"Selected Restaurants",0,Terrace,"This establishment is in a former lemonade factory. The nostalgic 1940s bistro decor pays tribute to the inn opened by the Blanc family in the late 19C (old photos and posters). Regional cuisine."
ROS[O],"22 rue Maurice-Berne, Mûrs-Erigné, 49610, France","Mûrs-Erigné, France","€€","Modern Cuisine",-0.5261702,47.4062298,+33241577249,https://guide.michelin.com/en/pays-de-la-loire/murs-erigne_1576135/restaurant/ros-o,"","Selected Restaurants",0,Terrace,"The name is a play on words referring to the reeds (roseaux) on the banks of the Louet, overlooked by this restaurant's delightful terrace. Quail eggs, Comté cheese and courgettes make for a fresh, well-seasoned dish; tender Duroc pork chop cooked rare, served with Noirmoutier new potatoes and vegetables – chef Tony Pasquier (formerly of Casa Corneille in the centre of Angers) knows the ingredients and the seasons inside out. He has a knack for coming up with mouth-watering dishes for you to enjoy in this bright, modern space."
"Le P'tit Bateau","54 rue du Pont, Beaugency, 45190, France","Beaugency, France","€€€","Modern Cuisine",1.6317778,47.7790175,+33238445638,https://guide.michelin.com/en/centre-val-de-loire/beaugency/restaurant/le-p-tit-bateau,https://www.restaurant-lepetitbateau.fr/,"Selected Restaurants",0,"Restaurant offering vegetarian menus,Terrace","In the heart of the medieval city, Le P'tit Bateau sets out to tantalise our taste buds with fresh produce, including fish sourced directly from Brittany's fish markets, as well as game from Sologne in season. The dishes are generous, precise, carefully presented and tasty. It is worth noting there is a pleasant patio for a meal al fresco. An eatery committed to doing a good job."
"Le Restaurant 1451","15 rue Robert-Barathon, Renaison, 42370, France","Renaison, France","€€€","Modern Cuisine",3.9268415,46.0520866,+33477642534,https://guide.michelin.com/en/auvergne-rhone-alpes/renaison/restaurant/le-restaurant-1451,http://www.restaurant1451.fr/,"Selected Restaurants",0,"Air conditioning,Terrace,Wheelchair access","Imagine an old stone house with splashes of midnight blue and a modern, elegant interior flanked by a lovely courtyard terrace. The scene is set for a fine dining experience. The chef crafts fresh, modern recipes in which artistically displayed vegetables are often cast in the lead roles: snails with garden tomatoes and herbs; red mullet, fennel and orange; strawberries with unpasteurised cream and marigolds."
Lacertus,"4 boulevard Franklin-Roosevelt, Les Sables-d'Olonne, 85100, France","Les Sables-d'Olonne, France","€€","Modern Cuisine",-1.7917807,46.4950645,+33986490042,https://guide.michelin.com/en/pays-de-la-loire/les-sables-d-olonne/restaurant/lacertus,http://lacertus-restaurant.fr,"Selected Restaurants",0,"","Good-humoured staff, friendly service, a convivial atmosphere, modern cuisine with a touch of inventiveness (eg fish sausage or a seaweed/mustard sorbet as part of the mackerel starter; a lime/pea sorbet alongside a chocolate dessert), quality local produce and a few ingredients gathered wild (mustard seeds): this is the winning formula behind this small restaurant a stone's throw from Le Remblai promenade. In case you were wondering, the name Lacertus means ""mackerel"" in Latin."
"La Conciergerie","4405 rue de la Lys, Sailly-sur-la-Lys, 62840, France","Sailly-sur-la-Lys, France","€€","Modern Cuisine",2.809917,50.6673944,+33642852438,https://guide.michelin.com/en/hauts-de-france/sailly-sur-la-lys_1550057/restaurant/la-conciergerie,https://www.restaurantlaconciergerie.fr/,"Selected Restaurants",0,"Air conditioning,Car park,Garden or park,Terrace,Wheelchair access","The former concierge lodge in the grounds of the Château de Bac-Saint-Maur is now home to this modern restaurant. Bathed in light thanks to its large bay windows, the space features a few design details that reflect the season. Langoustine and beetroot for starters; veal, mussels and samphire for the main course; tomato, vanilla zephyr and oregano ice cream for dessert: the chef aims to surprise with cuisine that is creative (in moderation), and made with good ingredients, mainly local and seasonal."
"Les Allées","17 allée Gaston-Phoebus, Saint-Justin, 40240, France","Saint-Justin, France","€€","Modern Cuisine",-0.2321996,43.9793295,+33665184969,https://guide.michelin.com/en/nouvelle-aquitaine/saint-justin_1489309/restaurant/les-allees,"","Selected Restaurants",0,"Air conditioning,Terrace,Wheelchair access","Antoine and Coralie met in Jean Cousseau's two-Michelin-starred restaurant (Relais de la Poste in Magescq) after gaining solid experience in France and Spain. This former café-restaurant has been given a facelift that subtly blends vintage and modern features (waxed concrete floors paired with exposed beams). As for the food, this pair of pros focuses on flavour, often drawing on the Iberian pantry to put a spin on traditional dishes: calf's head croquette; leeks in vinaigrette; sautéed sweetbreads; grilled octopus etc. Two terraces: one out front and one in the courtyard, away from the street."
Sharmaji,"16 rue Frémicourt, Paris, 75015, France","Paris, France","€€",Indian,2.2982379,48.8473211,+33978805278,https://guide.michelin.com/en/ile-de-france/paris/restaurant/sharmaji,http://sharmaji.fr,"Selected Restaurants",0,"Restaurant offering vegetarian menus,Terrace,Wheelchair access","At the helm of several establishments, Manoj Sharma has boldly set about freeing Indian food from its hackneyed clichés (like the predictable tandoori or korma chicken). In a spruce, modern, colourful venue, his authentic bistronomic cooking delves into an Indian score that has shaken off its traditional visual and technical fetters. Examples include masala fried chicken, with coconut and curry leaves; long sweet peppers stuffed with masala cheese and yoghurt sauce; caramelised ginger cake. Simmered and crafted with lashings of spices and aromatic herbs, Manoj’s delicious dishes nonetheless find favour with delicate western palates. The lunch menu is a bargain. The à la carte menu changes regularly."
"La fleur de Sel","2 rue Albert 1er, Le Creusot, 71200, France","Le Creusot, France","€€","Modern Cuisine",4.42513,46.79484,+33385784316,https://guide.michelin.com/en/bourgogne-franche-comte/le-creusot/restaurant/la-fleur-de-sel-1210217,http://www.lafleurdesel-restaurant.fr,"Selected Restaurants",0,"Wheelchair access","The initiative by this pair, chef Willy Lardry and maître d' Edwin Smietanski, to open their restaurant here is most welcome. Both hail from Le Creusot but met while working for Yohann Chapuis in Tournus. The interior is inspired in part by nature (with, in particular, wallpaper depicting a forest in the mist). The chef, working alone in the kitchen, shows undeniable maturity. Delicacy and finesse are the order of the day, for example, the lovely courgette flower with cod stuffing and the olive oil sabayon accompanying the cod tournedos, or the mackerel and its marinated cucumber ravioli."
"Le Bistrot de Cancale","à Port-Mer, 5 rue Eugène-et-Auguste-Feyen, Cancale, 35260, France","Cancale, France","€€€",Seafood,-1.8499885,48.7013126,+33299896476,https://guide.michelin.com/en/bretagne/cancale/restaurant/le-bistrot-de-cancale,http://www.maisons-de-bricourt.com,"Selected Restaurants",0,"Great view,Terrace","Run by Hugo Roellinger, this restaurant is located opposite the beach at Port-Mer with its small boats bobbing at anchor and Mont-Saint-Michel visible in the distance. The menu features dishes such as oysters, shellfish, langoustines, sole with a caramelised jus, turbot cooked on the bone, lobster cooked over hot coals – excellent fish, distinguished by its remarkable freshness and often seasoned with Olivier Roellinger's famous spice mixes. There is a beautiful terrace with a sea view and, inside, knick-knacks related to Brittany and fishing create a chic and modernised seaside bistro vibe that is enhanced by a 1930s fresco depicting a scene from life in the port of Saint-Malo."
Sillon,"4 rue Jean-Bart, Biarritz, 64200, France","Biarritz, France","€€€","Modern Cuisine",-1.558524,43.4810239,+33559247608,https://guide.michelin.com/en/nouvelle-aquitaine/biarritz/restaurant/sillon,http://www.sillon-biarritz.fr/,"Selected Restaurants",0,"","In a quiet little street in the city centre, chef Mathieu Rostaing-Tayard, with spells in the kitchens of Pierre Gagnaire, Michel Portos, Massimo Bottura and even Virgilio Martinez in Peru under his belt, runs this stylish, pared-down venue. It features two culinary vibes: a counter at the entrance serving tapas-style dishes to share, or the quieter dining room with a tasting menu starring top-drawer Basque ingredients (line-caught hake, turbot, Basque pork). In both cases, the chef's creative cuisine hits the spot every time thanks to wholehearted, authentic flavours, without forgetting the elegant plating."
"L'Ouzeri","41 rue du Ruisseau, Paris, 75018, France","Paris, France","€€",Greek,2.340284,48.8933894,+33973882417,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-ouzeri,http://www.etsi-paris.fr/l-ouzeri,"Selected Restaurants",0,"","Saganaki cheese, gyro merida, myzithropita (cheesecake), spanakopita – the menu gives it away: this is French-Greek chef Mikaela Liaroutsos's new Greek taverna, and it's just a stone's throw from the original restaurant that made her name. The food is served as a series of mezes, to savour as you dream of Greek holidays, past or future. The traditional songs playing in the background might tempt you to pull out a sirtaki step after a glass of ouzo."
"La Cage aux Fleurs","13 avenue Jean-Jaurès, Tain-l'Hermitage, 26600, France","Tain-l'Hermitage, France","€€","Modern Cuisine",4.8351256,45.0705901,+33973882935,https://guide.michelin.com/en/auvergne-rhone-alpes/tain-l-hermitage/restaurant/la-cage-aux-fleurs,https://www.restaurant-lacageauxfleurs.com/,"Selected Restaurants",0,"Air conditioning,Terrace,Wheelchair access","Flowers and colours abound in this spruce-looking bistro, both in the decor (floral wallpaper, varnished porcelain knick-knacks) and on the plate: tuna tartare, pumpkin seeds, grilled butternut condiment, anchovies with green pepper; roast fillet of sea bass, panisse (chickpea fries), saffron, fennel. This cuisine in tune with the zeitgeist is delivered by a professional couple – themselves the offspring of restaurant owners – who work in tandem. French classics that are the winegrowers' favourites and cuts of meat to share are also present and correct."
"La Colombe","3890 route du Mont-Ventoux, Bedoin, 84410, France","Bedoin, France","€€","Modern Cuisine",5.2245211,44.1203545,+33490656120,https://guide.michelin.com/en/provence-alpes-cote-dazur/bedoin/restaurant/la-colombe-1203715,http://www.la-colombe.fr,"Selected Restaurants",0,"Car park,Terrace,Wheelchair access","At the foot of Mont Ventoux surrounded by vineyards, this gourmet dove coos a delicious melody. Chef Christophe Schuffenecker (formerly of the star-rated Château de Mazan) serves modern, spot-on dishes, blessedly free of superfluous extras, such as Sarrians pigeon with geranium-perfumed mashed carrots. When the weather is fine, make a beeline for the terrace shaded by awnings overlooking the vineyards. The stylish interior sports bare beams and a large Provençal fireplace, as well as a permanent art exhibition."
"L'Embarcadère","15 avenue de la Plage, Jassans-Riottier, 01480, France","Jassans-Riottier, France","€€","Traditional Cuisine",4.7523828,45.9870915,+33474070707,https://guide.michelin.com/en/auvergne-rhone-alpes/jassans-riottier/restaurant/l-embarcadere330431,https://www.lespritblanc.com/fr/,"Selected Restaurants",0,"Air conditioning,Terrace,Wheelchair access","Georges Blanc's new restaurant, on the banks of the Saône, is a cross between a chic guinguette and a contemporary brasserie. The food is traditional but trendy with dishes like frogs' legs, poached free - range egg with whiting, and Bresse chicken."
"La Mère Germaine","9 quai Amiral-Courbet, Villefranche-sur-Mer, 06230, France","Villefranche-sur-Mer, France","€€€",Seafood,7.3122149,43.7037184,+33493017139,https://guide.michelin.com/en/provence-alpes-cote-dazur/villefranche-sur-mer/restaurant/la-mere-germaine,http://www.meregermaine.com/,"Selected Restaurants",0,"Great view,Terrace,Valet parking,Wheelchair access","Jean Cocteau used to eat at this local institution, which has been serving fresh fish and seafood since 1938. It is lovely just to sit on the terrace and gaze out over the harbour!"
Boccafine,"Au village, Nonza, 20217, France","Nonza, France","€€€","Modern Cuisine",9.3450241,42.784847,+33680958507,https://guide.michelin.com/en/corse/nonza/restaurant/boccafine,https://www.boccafine.fr/,"Selected Restaurants",0,Terrace,"A small, listed village on the Cap Corse road is home to this demure restaurant, hidden by a curtain of Virginia Creeper and tall plane trees. The chef unveils his know-how as he crafts painstakingly sourced, local and seasonal ingredients, illustrated by ultra-fresh croaker, pancetta and pork jus in a surf and turf recipe of wondrous harmony. Love at first bite."
"L'Affable","5 rue La Fontaine, Cannes, 06400, France","Cannes, France","€€","Traditional Cuisine",7.0249091,43.5518774,+33493680209,https://guide.michelin.com/en/provence-alpes-cote-dazur/cannes/restaurant/l-affable,http://www.restaurant-laffable.fr/,"Selected Restaurants",0,"Air conditioning,Wheelchair access","In the centre of Cannes, this contemporary bistro is always busy and, indeed, it has much to recommend it. First and foremost its menu: courgette flower fritters, cod aioli, rack of lamb roasted with thyme… and the classic Grand Marnier soufflé, the house speciality."
"L'Espace PH3","14 boulevard Fernand-Point, Vienne, 38200, France","Vienne, France","€€","Modern Cuisine",4.8668013,45.5168027,+33474530196,https://guide.michelin.com/en/auvergne-rhone-alpes/vienne/restaurant/l-espace-ph3,https://www.lapyramide.com/fr/,"Selected Restaurants",0,"Air conditioning,Car park,Interesting wine list,Terrace","This is the Henriroux family’s second venture, created directly inside La Pyramide. The tasteful interior displays a strong plant focus in line with the menu’s healthy, wellness leaning, without forgetting pedigree classics, like calf’s head and pink praline. Everything is in the energetic hands of a charismatic team. Bags of vitality and flavour!"
Asterales,"Hôtel du Golf, Les Ritons, 784 route du Clos-de-la-Balme, Corrençon-en-Vercors, 38250, France","Corrençon-en-Vercors, France","€€€","Modern Cuisine",5.52001,45.02677,+33476958484,https://guide.michelin.com/en/auvergne-rhone-alpes/correnon-en-vercors/restaurant/asterales,https://www.hotel-du-golf-vercors.fr/le-restaurant-correncon/,"Selected Restaurants",0,"Car park,Garden or park,Interesting wine list,Wheelchair access","Poetically named after an order of flowering plants, this tasteful restaurant sports a low-key alpine style. Chef Ludovic Nardozza’s painstakingly crafted cooking showcases his favourite, first-class ingredients: roasted langoustines in marjoram butter, girolles and vin jaune bisque; John Dory lacquered in wild fennel, courgette flowers and grilled cuttlefish; apple like an upside-down pie with local honey and black cardamon… Service with a smile. Pleasant guestrooms make it an ideal basecamp to explore Vercors."
Premnord,"6 RD 974, Premeaux-Prissey, 21700, France","Premeaux-Prissey, France","€€","Modern Cuisine",4.932033,47.1121709,+33380422335,https://guide.michelin.com/en/bourgogne-franche-comte/premeaux-prissey_1533934/restaurant/premnord,http://www.premnord.com,"Selected Restaurants",0,"Air conditioning,Car park,Great view,Interesting wine list,Terrace,Wheelchair access","The restaurant of the Prieuré-Roch estate rises up to greet visitors with its distinctive wood and steel U-shaped architecture, whose centre is graced with a vast patio overlooking the vineyards. Indoors are a parquet-floored lounge, a bar decked in light wood and a spacious contemporary dining room with immense floor-to-ceiling windows. Chef Céline Dedinger (who boasts stints with Thomas Collomb at the Rôtisserie du Chambertin and the Maison des Cariatides) crafts a modern score based on mainly local ingredients (whose exact source is indicated on the menu) in line with the seasons."
Campelli,"36 rue Croix-des-Petits-Champs, Paris, 75001, France","Paris, France","€€",Creative,2.34031,48.86427,+33953842119,https://guide.michelin.com/en/ile-de-france/paris/restaurant/campelli,https://campelli.paris/,"Selected Restaurants",0,"","This diminutive restaurant with a midnight-blue and gold façade boasts a chic yet understated decor (velvet banquettes, wooden chairs upholstered in matching velvet, exposed stone walls) – all the better to showcase the creative cuisine and multicultural culinary experience of chef Vartivar Jarkezian. Firmly rooted in French tradition, his cooking also draws discreetly on the influences and pantry of the Middle East (cumin, pistachio, turmeric, yoghurt sauce)."
Godaille,"9 rue Antoine-Vollon, Paris, 75012, France","Paris, France","€€","Modern Cuisine",2.3769284,48.8506984,+33145853065,https://guide.michelin.com/en/ile-de-france/paris/restaurant/godaille,http://www.restaurantgodaille.fr,"Selected Restaurants",0,"Interesting wine list,Terrace","Godaille in French slang means feasting and making merry among good friends. So let's get to it and tuck into this invigorating, flavoursome cuisine! This eatery run by a group of pals gives pride of place to spices and fresh herbs, in dishes such as fried chicken with super-soft meat in a crispy golden crumb, alongside a ginger-lemon sauce; bouchot mussels are served with a coconut-green curry sauce and Thai herbs. The pleasant, slightly retro interior is complemented by a lovely bunch of fresh flowers on each table. A fine selection of natural and organic wines (including some orange wines)."
jjii,"92 rue du Faubourg-Poissonnière, Paris, 75010, France","Paris, France","€€€","Creative, Modern Cuisine",2.3491847,48.8777788,+33148745322,https://guide.michelin.com/en/ile-de-france/paris/restaurant/jjii,"","Selected Restaurants",0,"","Exposed stone walls, visible electric cables and streamed music in the long, narrow dining space, and, at work in the open kitchen, Korean chef Jay Wook Hur (encountered at Boutary and Petit Boutary). Going solo in the kitchen, he can be seen cooking up modern, creative French cuisine with a few Asian touches (on this particular evening, they include tempura, sesame, kimchi), as his mystery menu unfolds: a surprising and beautifully fresh starter such as sea bass, kimchi and avocado, accompanied by two raspberries and a quenelle of smoked herring roe; or the oh-so-tender matured Simmental sirloin, fennel, beetroot and its bold jus."
