Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
"Le Point d'Origine","5 place de l'Abreuvoir, Marly-le-Roi, 78160, France","Marly-le-Roi, France","€€€","Modern Cuisine",2.1013182,48.8671982,+33134517263,https://guide.michelin.com/en/ile-de-france/marly-le-roi/restaurant/le-point-d-origine,http://www.lepointdorigine.fr,"Selected Restaurants",0,"Interesting wine list,Wheelchair access","Situated opposite the Abreuvoir de Marly – the Watering Place – framed by its famous sculpted horses, this former manor house is now home to a delicatessen, wine cellar and restaurant, enthusiastically run by a dynamic team. The restaurant occupies a lovely glass-paned extension with herringbone parquet flooring and an unobstructed view of the Abreuvoir. The chef creates modern, well-polished dishes: fine langoustines as a starter (with courgettes, saffron, snow peas and samphire), pluma of Iberian pig (with potatoes, beans, chanterelles, peaches and satay condiment). And why not enjoy a post-prandial stroll in the grounds?"
"L'Atelier de Damien","5 place Louis-Fontanges, Villefranche-de-Rouergue, 12200, France","Villefranche-de-Rouergue, France","€€","Modern Cuisine",2.0306971,44.3544935,+33565453642,https://guide.michelin.com/en/occitanie/villefranche-de-rouergue/restaurant/l-atelier-1209923,https://l-atelier-restaurant.fr/,"Selected Restaurants",0,"Air conditioning,Terrace,Wheelchair access","Just 10min from the historic town centre, this restaurant is to be found where you would least expect it: on the first floor of an unremarkable building that, so we're told, was once a fire station. The contemporary setting is definitely appealing, as is the cuisine of the chef, who has an impressive track record (Alain Ducasse in Paris and Py-R in Toulouse). The three set menus, which echo today's culinary standards, certainly whet the appetite: roast onions and grilled mackerel; glazed pork belly, a meat jus, potatoes, leeks and peppers. Cordial service."
"Des Terres","82 rue Alexandre-Dumas, Paris, 75020, France","Paris, France","€€","Modern Cuisine",2.3974569,48.8546681,+33143484249,https://guide.michelin.com/en/ile-de-france/paris/restaurant/des-terres,"","Selected Restaurants",0,"","The festive casual vibe of this neighbourhood bistro in the 20th arrondissement of Paris is the work of a chef who boasts a solid career in the Pierre Gagnaire empire. In the company of natural wines displayed on bookshelves, you will joyfully do justice to the chef’s meticulously and lovingly crafted dishes: crunchy, fried pleurote mushrooms, confit of egg yolk in soy sauce, herb salad and Iranian black lemon; ikejime pollock and its inimitable pullet sauce, mussels, burnt leeks and spring turnips. Delicious seasonal nosh at eater-friendly prices."
Omma,"38 rue de la Poste, Roussillon, 84220, France","Roussillon, France","€€€","Modern Cuisine",5.293785,43.9024095,+33490056013,https://guide.michelin.com/en/provence-alpes-cote-dazur/roussillon/restaurant/omma,http://www.ommaluberon.com,"Selected Restaurants",0,"Air conditioning,Great view,Terrace","The panoramic view this restaurant affords over the Luberon and the famous ochre cliffs of Roussillon is nothing short of spectacular! As for the food, the short seasonal menu proposes bistronomy-style dishes drawing on Provençal influences: Mediterranean octopus grilled over a wood fire, stuffed peppers and house harissa; Ventoux pork, chanterelles and local blackberries; sponge cake with pistachios, lemon and raspberries. A moment of culinary bliss far from the crowds of tourists."
"Nananère","13 rue Championnet, Antibes, 06600, France","Antibes, France","€€","Modern Cuisine",7.1228526,43.5814725,+33493347351,https://guide.michelin.com/en/provence-alpes-cote-dazur/antibes/restaurant/nananere,http://www.resto-nananere.com,"Selected Restaurants",0,"Terrace,Wheelchair access","Sometimes it is fun to revisit your childhood! Run by the former owners of Le P'tit Cageot, this restaurant has a playful decor that draws on comic strips and action figures of characters such as Spiderman and Buzz Lightyear. Things get serious, however, when it comes to the delicious food. The menu abounds with French classics (leeks in vinaigrette, saucisson brioché, poire belle Hélène), as well as dishes catering to teenage diners (mac & cheese and burgers) and fresh house-made pasta – everything is professionally prepared using quality ingredients. Large terrace. No reservations for parties of fewer than six people."
"Kitchen by Madame Rêve","48 rue du Louvre, Paris, 75001, France","Paris, France","€€","Modern Cuisine",2.3429336,48.8645154,+33180407747,https://guide.michelin.com/en/ile-de-france/paris/restaurant/kitchen-by-madame-reve,https://madamereve.com/restaurants/kitchen/,"Selected Restaurants",0,"Air conditioning,Restaurant offering vegetarian menus,Valet parking,Wheelchair access","Restored from head to toe, the iconic Haussmannian Louvre Post Office building is also home to a luxury hotel and a classy neo-brasserie, nestled under an impressive ceiling. The menu is divided into culinary themes in a tongue-in-cheek poke at your usual restaurant codes: healthy trendy, veg out, flashback, etc. The onus is definitely on unstuffy pleasure!"
"Dame Augustine","32 avenue des Gobelins, Paris, 75013, France","Paris, France","€€","Modern Cuisine",2.3525018,48.8357267,+33183928598,https://guide.michelin.com/en/ile-de-france/paris/restaurant/dame-augustine,http://www.dameaugustine.com,"Selected Restaurants",0,"","This is the other restaurant of chef Lilian Douchet, who hails from Bordeaux: you can expect a laid-back atmosphere and a veranda-style space with the feel of a small brasserie. He serves several set menus, including a good-value lunch deal. Diners savour dishes such as a selection of heirloom tomatoes, fresh herb pesto, parmesan buttercrumb biscuits and mizuna sorbet, or a fillet of whiting simmered with coco de Paimpol beans and a lemon thyme emulsion. A welcome address in this residential area."
Guefen,"9 rue du Vertbois, Paris, 75003, France","Paris, France","€€€€","Modern Cuisine",2.3591601,48.8667321,+33143700870,https://guide.michelin.com/en/ile-de-france/paris/restaurant/guefen,http://www.guefen.fr,"Selected Restaurants",0,"Air conditioning","At Ohad Amzallag's restaurant a stone's throw from Place de la République, diners sample his cooking in convivial fashion, all seated at a large marble table d'hôte. The Israeli chef serves Middle Eastern-influenced cuisine that gives pride of place to seafood ingredients and fermented vegetables, such as oyster cream with mint granita, chilli and koshu; lobster and agnolotti with ricotta, spinach and sage cream; and a delicious cheesecake with caramelised garum."
"Pamparigouste - Le Couvent des Minimes","Chemin des Jeux-de-Maï, Mane, 04300, France","Mane, France","€€€","Modern Cuisine",5.7723872,43.9395678,+33492747777,https://guide.michelin.com/en/provence-alpes-cote-dazur/mane/restaurant/pamparigouste-le-couvent-des-minimes,https://www.couventdesminimes-hotelspa.com/,"Selected Restaurants",0,"Air conditioning,Car park,Garden or park,Interesting wine list,Terrace,Wheelchair access","In addition to his fine dining restaurant, chef Louis Gachet lovingly oversees the mouth-watering cuisine served at this upscale bistro, which is open 7/7. The space is soothing and relaxing, plus there is a dining room-cum-terrace, whose bay windows are opened wide when the weather is fine. Previously sous-chef at La Chèvre d'Or in Èze, the chef devises a menu that skilfully blends traditional favourites (eg farmhouse poultry and pork pâté en croûte; millefeuille) with contemporary dishes punctuated by Provençal touches (eg trout confit, aioli and lemon condiment; einkorn with parmesan and local vegetables; catch of the day with green curry, roast fig and crunchy fennel)."
Gaua,"210 D810, Urrugne, 64700, France","Urrugne, France","€€","Modern Cuisine",-1.6795223,43.3748366,+33559433741,https://guide.michelin.com/en/nouvelle-aquitaine/urrugne/restaurant/gaua,https://restaurantgaua.com/,"Selected Restaurants",0,"Air conditioning,Counter dining,Wheelchair access","Chef Benoit Sarthou (who held a Michelin star at Moulin d'Alotz) has chosen to make his restaurant a celebration of conviviality and the ""night"" (gaua in Basque). This former garage has been turned into a trendy industrial-style lounge with a central bar-counter and large open kitchen. Share an array of tapas in an ambience fostered by skilfully curated playlists. Think comfort and fusion food, with various ingredients matured or cooked over an open flame."
Colvert,"30 rue des Grands-Augustins, Paris, 75006, France","Paris, France","€€€","Modern Cuisine",2.3401623,48.8534862,+33142037367,https://guide.michelin.com/en/ile-de-france/paris/restaurant/colvert,https://colvert.paris,"Selected Restaurants",0,"Air conditioning,Interesting wine list","Revealed by the French Top Chef TV show, Arnaud Baptiste and his flamboyant moustache and numerous tattoos, is something of a media darling. He has set up shop in a vintage street corner bistro (banquettes, bistro chairs, tightly packed tables, bare stone walls, cement tiled floor and a counter which now serves standing customers) in the somewhat touristy, but nonetheless picturesque 6th district of Paris. Arnaud happily crafts market-fresh, bistronomic fare. The seasonal menu is suitably concise and hits the spot every time: confit of cod, hollandaise sauce, courgettes and absinthe gel or figs, served roasted, raw and in pickles with a fig sorbet and ice cream."
"Mi Kwabo","44 rue Guy-Môquet, Paris, 75017, France","Paris, France","€€€",Creative,2.3240916,48.8922264,+33650121652,https://guide.michelin.com/en/ile-de-france/paris/restaurant/mi-kwabo-1210579,"","Selected Restaurants",0,"","Chef Elis Bond (a contestant on France's Top Chef in 2022) has moved his restaurant to this cosy and compact place (seating a dozen) with terracotta-coloured walls and pale wood floorboards. His creative cuisine is full of nods to his Caribbean origins and the African roots of his partner Vanessa, who is the sommelier and front-of-house manager: ""kankan"" spices on the amuse-bouche, garlic, ginger and chilli oil on the starter, good quality ingredients (tender Galician beef, vegetables from market gardener Hélène Reglain etc). The fine selection of wines includes a good range from South Africa."
"Le Cercle Guiraud","14 rue Principale, Sauternes, 33210, France","Sauternes, France","€€","Modern Cuisine",-0.3425195,44.5330491,+33556766087,https://guide.michelin.com/en/nouvelle-aquitaine/sauternes/restaurant/le-cercle-guiraud,http://www.chateauguiraud.com,"Selected Restaurants",0,"Garden or park,Great view,Terrace,Wheelchair access","In the heart of the village, this traditional eatery offers a choice between a dining room whose countrified décor is dotted with the odd contemporary touch, or, in fine weather, a terrace shaded by mulberry plane trees that commands an exquisite view as far as Château Guiraud, which owns the restaurant. Yoann Amado, former chef of Maison Darroze in Langon, and his pastry chef partner, Juliette Bonnard, craft a scrumptious gourmet score that hits the spot every time: truly flavoursome oxheart tomatoes, burrata of goat’s cheese, infusion of tomato water and verbena; trout marinated in miso and confit, baby spinach shoots, beurre blanc of pike roe; vanilla-flavoured crème brûlée, apricots and an exquisite last-minute lemon thyme-flavoured sorbet."
"La Table du 5","11 place de l'Hôtel-de-Ville, Barr, 67140, France","Barr, France","€€","Modern Cuisine",7.4498805,48.4088816,+33388082844,https://guide.michelin.com/en/grand-est/barr/restaurant/la-table-du-5,http://www.5terres-hotel.fr,"Selected Restaurants",0,"Air conditioning,Interesting wine list,Terrace,Wheelchair access","This contemporary restaurant located within the 5 Terres Hotel looks out over the magnificent Renaissance town hall (1640). In a light-filled space done out in premium materials, you can enjoy contemporary cuisine that brings the best out of carefully sourced local ingredients. The wine list is particularly impressive, featuring hundreds of organic and biodynamic labels."
